,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
0,1995-96,Jacksonville,Sun Belt,28,15.0,637.0,6.7,12.6,0.527,6.0,10.5,0.565,0.7,2.1,0.33299999999999996,2.7,4.3,0.632,6.3,2.6,1.4,0.4,5.8,4.3,16.7,Aaron Fox
1,1996-97,Jacksonville,Sun Belt,28,27.0,739.0,6.9,15.9,0.435,5.3,10.8,0.49,1.6,5.1,0.319,3.4,5.1,0.66,5.3,2.8,1.3,0.5,4.9,3.2,18.8,Aaron Fox
2,1997-98,Jacksonville,Sun Belt,15,,,,,0.37,,,0.435,,,0.20600000000000002,,,0.5710000000000001,,,,,,,,Aaron Fox
3,Career,Jacksonville,,71,42.0,1376.0,8.1,17.8,0.45299999999999996,6.7,13.2,0.508,1.4,4.7,0.298,3.5,5.5,0.637,6.9,3.2,1.7,0.6,5.3,3.7,21.1,Aaron Fox
0,1989-90,St. Peter's,MAAC,27,10.0,484.0,4.2,9.0,0.46799999999999997,3.7,8.0,0.46399999999999997,0.5,1.0,0.5,2.2,3.5,0.643,4.6,2.2,1.1,0.6,2.6,4.4,11.2,Abdul Fox
1,1991-92,Rhode Island,A-10,32,3.0,586.0,7.1,17.0,0.418,5.1,10.9,0.469,2.0,6.1,0.326,3.8,5.9,0.6509999999999999,4.8,2.9,1.5,0.5,2.5,6.2,20.0,Abdul Fox
2,1992-93,Rhode Island,A-10,30,,,,,0.47,,,0.529,,,0.375,,,0.77,,,,,,,,Abdul Fox
3,1993-94,Rhode Island,A-10,27,27.0,908.0,7.0,16.9,0.415,3.5,9.0,0.392,3.5,7.9,0.441,3.5,4.6,0.762,5.3,3.3,1.3,0.6,2.7,3.6,21.0,Abdul Fox
4,Career,Overall,,116,40.0,1978.0,9.5,21.7,0.43799999999999994,6.2,13.4,0.46299999999999997,3.3,8.3,0.397,5.2,7.2,0.7240000000000001,7.0,3.8,2.1,0.8,2.6,4.6,27.5,Abdul Fox
5,,St. Peter's,,27,10.0,484.0,4.2,9.0,0.46799999999999997,3.7,8.0,0.46399999999999997,0.5,1.0,0.5,2.2,3.5,0.643,4.6,2.2,1.1,0.6,2.6,4.4,11.2,Abdul Fox
6,,Rhode Island,,89,30.0,1494.0,11.2,25.8,0.435,7.0,15.2,0.46299999999999997,4.2,10.6,0.39399999999999996,6.2,8.4,0.735,7.7,4.4,2.5,0.9,2.7,4.6,32.8,Abdul Fox
0,2015-16,High Point,Big South,31,1,488.0,4.3,12.0,0.361,3.0,7.2,0.409,1.4,4.8,0.28800000000000003,3.6,4.3,0.846,5.4,1.5,1.3,0.6,3.2,3.4,13.7,Andre Fox
1,2016-17,High Point,Big South,31,28,914.0,5.3,13.6,0.39399999999999996,3.7,8.8,0.41600000000000004,1.7,4.7,0.35200000000000004,4.9,6.2,0.789,5.7,2.9,1.1,0.8,3.0,2.7,17.2,Andre Fox
2,2017-18,High Point,Big South,29,26,829.0,7.2,15.2,0.475,4.6,9.0,0.508,2.7,6.2,0.426,4.8,6.4,0.752,6.8,1.9,1.7,0.4,2.8,3.0,22.0,Andre Fox
3,2019-20,South Alabama,Sun Belt,31,12,863.0,5.6,14.0,0.397,3.1,6.7,0.455,2.5,7.3,0.344,3.9,4.6,0.848,4.2,2.1,1.3,0.2,2.2,1.8,17.5,Andre Fox
4,Career,Overall,,122,67,3094.0,5.8,13.9,0.414,3.6,8.0,0.452,2.1,5.9,0.36200000000000004,4.4,5.5,0.7979999999999999,5.5,2.2,1.4,0.5,2.8,2.6,18.0,Andre Fox
5,,High Point,,91,55,2231.0,5.8,13.9,0.42,3.9,8.6,0.451,2.0,5.3,0.37200000000000005,4.6,5.9,0.7829999999999999,6.0,2.2,1.4,0.6,3.0,3.0,18.2,Andre Fox
6,,South Alabama,,31,12,863.0,5.6,14.0,0.397,3.1,6.7,0.455,2.5,7.3,0.344,3.9,4.6,0.848,4.2,2.1,1.3,0.2,2.2,1.8,17.5,Andre Fox
0,2000-01,Colgate,Patriot,6,0,,,,0.5,,,0.5710000000000001,,,0.0,,,1.0,,,,,,,,Chris Fox
1,2001-02,Colgate,Patriot,3,0,21.0,3.8,15.2,0.25,3.8,7.6,0.5,0.0,7.6,0.0,0.0,0.0,,5.7,1.9,0.0,0.0,3.8,1.9,7.6,Chris Fox
2,2002-03,Colgate,Patriot,19,2,95.0,3.8,10.1,0.375,2.9,8.0,0.368,0.8,2.1,0.4,2.1,2.5,0.833,6.3,0.0,0.0,0.0,2.9,8.8,10.5,Chris Fox
3,Career,Colgate,,28,2,116.0,5.2,13.8,0.375,4.5,10.3,0.433,0.7,3.4,0.2,2.4,2.8,0.875,9.0,0.3,0.0,0.7,4.5,8.6,13.4,Chris Fox
0,1991-92,Southern Utah,Ind,18,2,194.0,4.1,9.5,0.435,3.9,7.4,0.528,0.2,2.1,0.1,2.7,3.9,0.684,4.1,3.7,1.9,0.4,4.3,4.9,11.1,Chris Fox
1,1992-93,Southern Utah,Ind,4,0,19.0,8.4,8.4,1.0,8.4,8.4,1.0,0.0,0.0,,0.0,2.1,0.0,2.1,6.3,0.0,0.0,4.2,12.6,16.8,Chris Fox
2,Career,Southern Utah,,22,2,213.0,4.5,9.4,0.48,4.3,7.5,0.575,0.2,1.9,0.1,2.4,3.8,0.65,3.9,3.9,1.7,0.4,4.3,5.6,11.6,Chris Fox
0,1996-97,Boise State,Big West,20,,88.0,1.8,6.8,0.267,1.8,6.4,0.28600000000000003,0.0,0.5,0.0,1.4,2.7,0.5,7.7,1.8,0.0,0.9,3.2,5.9,5.0,Clinton Fox
1,1997-98,Boise State,Big West,11,1.0,40.0,1.0,5.0,0.2,1.0,4.0,0.25,0.0,1.0,0.0,4.0,6.0,0.667,7.0,2.0,1.0,0.0,1.0,8.0,6.0,Clinton Fox
2,Career,Boise State,,31,1.0,128.0,1.6,6.3,0.25,1.6,5.6,0.278,0.0,0.6,0.0,2.2,3.8,0.583,7.5,1.9,0.3,0.6,2.5,6.6,5.3,Clinton Fox
0,1998-99,Rutgers,Big East,9,0,21.0,0.0,11.4,0.0,0.0,9.5,0.0,0.0,1.9,0.0,3.8,7.6,0.5,1.9,3.8,0.0,0.0,1.9,0.0,3.8,Connor Fox
1,1999-00,Rutgers,Big East,9,0,14.0,2.9,14.3,0.2,0.0,5.7,0.0,2.9,8.6,0.33299999999999996,2.9,5.7,0.5,0.0,8.6,0.0,0.0,8.6,0.0,11.4,Connor Fox
2,2000-01,Rutgers,Big East,15,0,49.0,4.1,9.8,0.41700000000000004,2.4,4.9,0.5,1.6,4.9,0.33299999999999996,4.1,4.9,0.833,1.6,1.6,0.8,0.0,2.4,0.8,13.9,Connor Fox
3,2001-02,Rutgers,Big East,17,0,27.0,3.0,10.4,0.28600000000000003,1.5,5.9,0.25,1.5,4.4,0.33299999999999996,4.4,5.9,0.75,4.4,4.4,0.0,0.0,7.4,7.4,11.9,Connor Fox
4,Career,Rutgers,,50,0,111.0,2.9,10.8,0.267,1.4,6.1,0.235,1.4,4.7,0.308,4.0,5.8,0.688,2.2,3.6,0.4,0.0,4.3,2.2,11.2,Connor Fox
0,1999-00,Western Illinois,Mid-Cont,29,29,,,,0.39399999999999996,,,0.588,,,0.33299999999999996,,,0.87,,,,,,,,Corey Fox
1,Career,Western Illinois,,29,29,,,,0.39399999999999996,,,0.588,,,0.33299999999999996,,,0.87,,,,,,,,Corey Fox
0,2006-07,Dayton,A-10,3,0,4.0,10.0,10.0,1.0,10.0,10.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,Dan Fox
1,2007-08,Dayton,A-10,6,0,10.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,12.0,16.0,0.75,8.0,4.0,0.0,0.0,0.0,0.0,12.0,Dan Fox
2,2008-09,Dayton,A-10,4,0,6.0,6.7,6.7,1.0,6.7,6.7,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.7,13.3,Dan Fox
3,2009-10,Dayton,A-10,11,0,25.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.4,0.0,4.8,0.0,1.6,0.0,3.2,8.0,0.0,Dan Fox
4,Career,Dayton,,24,0,45.0,1.8,3.6,0.5,1.8,3.6,0.5,0.0,0.0,,2.7,7.1,0.375,4.4,0.9,0.9,0.0,2.7,5.3,6.2,Dan Fox
0,2005-06,St. Bonaventure,A-10,13,0,59.0,2.7,4.7,0.5710000000000001,2.7,4.7,0.5710000000000001,0.0,0.0,,2.0,2.7,0.75,9.5,0.0,0.7,0.7,1.4,9.5,7.5,David Fox
1,Career,St. Bonaventure,,13,0,59.0,2.7,4.7,0.5710000000000001,2.7,4.7,0.5710000000000001,0.0,0.0,,2.0,2.7,0.75,9.5,0.0,0.7,0.7,1.4,9.5,7.5,David Fox
0,2016-17,Kentucky,SEC,36,34,1064.0,8.0,16.8,0.479,7.4,14.2,0.521,0.6,2.6,0.24600000000000002,5.9,8.0,0.736,5.4,6.2,2.0,0.3,3.3,3.4,22.6,De'Aaron Fox
1,Career,Kentucky,,36,34,1064.0,8.0,16.8,0.479,7.4,14.2,0.521,0.6,2.6,0.24600000000000002,5.9,8.0,0.736,5.4,6.2,2.0,0.3,3.3,3.4,22.6,De'Aaron Fox
0,2005-06,UTSA,Southland,1,1,,,,0.0,,,,,,0.0,,,,,,,,,,,Farren Fox
1,Career,UTSA,,1,1,,,,0.0,,,,,,0.0,,,,,,,,,,,Farren Fox
0,2005-06,South Dakota State,Ind,3,0,8.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,Glen Fox
1,Career,South Dakota State,,3,0,8.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,Glen Fox
0,2014-15,Idaho State,Big Sky,3,0,39.0,0.0,14.4,0.0,0.0,4.1,0.0,0.0,10.3,0.0,0.0,0.0,,1.0,3.1,2.1,0.0,2.1,3.1,0.0,Ian Fox
1,2017-18,Cal State Fullerton,Big West,5,0,38.0,2.1,14.7,0.14300000000000002,0.0,3.2,0.0,2.1,11.6,0.182,0.0,0.0,,4.2,4.2,2.1,1.1,1.1,0.0,6.3,Ian Fox
2,Career,Overall,,8,0,77.0,1.0,14.5,0.071,0.0,3.6,0.0,1.0,10.9,0.095,0.0,0.0,,2.6,3.6,2.1,0.5,1.6,1.6,3.1,Ian Fox
3,,Idaho State,,3,0,39.0,0.0,14.4,0.0,0.0,4.1,0.0,0.0,10.3,0.0,0.0,0.0,,1.0,3.1,2.1,0.0,2.1,3.1,0.0,Ian Fox
4,,Cal State Fullerton,,5,0,38.0,2.1,14.7,0.14300000000000002,0.0,3.2,0.0,2.1,11.6,0.182,0.0,0.0,,4.2,4.2,2.1,1.1,1.1,0.0,6.3,Ian Fox
0,2001-02,Arizona,Pac-10,33,9,502.0,4.1,8.6,0.48100000000000004,4.1,8.5,0.486,0.0,0.1,0.0,3.2,5.6,0.5710000000000001,10.4,0.4,0.8,0.6,2.5,7.0,11.5,Isaiah Fox
1,2002-03,Arizona,Pac-10,31,5,373.0,5.1,9.4,0.545,5.1,9.4,0.545,0.0,0.0,,1.7,3.5,0.485,10.1,0.9,1.3,0.8,2.8,5.8,12.0,Isaiah Fox
2,2003-04,Arizona,Pac-10,2,0,28.0,11.4,14.3,0.8,11.4,14.3,0.8,0.0,0.0,,1.4,2.9,0.5,18.6,0.0,0.0,5.7,2.9,4.3,24.3,Isaiah Fox
3,2004-05,Arizona,Pac-10,28,6,264.0,3.5,8.5,0.41100000000000003,3.5,8.5,0.41100000000000003,0.0,0.0,,1.7,2.1,0.7859999999999999,9.7,1.2,0.8,0.2,3.6,6.5,8.6,Isaiah Fox
4,2005-06,Arizona,Pac-10,19,1,145.0,2.8,7.2,0.385,2.8,6.9,0.4,0.0,0.3,0.0,1.9,2.8,0.7,8.3,2.2,0.8,0.3,2.2,5.0,7.4,Isaiah Fox
5,Career,Arizona,,113,21,1312.0,4.3,8.8,0.49,4.3,8.7,0.493,0.0,0.1,0.0,2.3,3.9,0.581,10.1,0.9,0.9,0.6,2.8,6.3,10.9,Isaiah Fox
0,2003-04,Loyola (MD),MAAC,2,0,3.0,0.0,26.7,0.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,13.3,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,James Fox
1,2004-05,Loyola (MD),MAAC,14,0,43.0,0.0,2.8,0.0,0.0,0.9,0.0,0.0,1.9,0.0,0.0,0.0,,2.8,2.8,1.9,0.0,1.9,2.8,0.0,James Fox
2,Career,Loyola (MD),,16,0,46.0,0.0,4.3,0.0,0.0,1.7,0.0,0.0,2.6,0.0,0.0,0.9,0.0,4.3,2.6,1.7,0.0,1.7,2.6,0.0,James Fox
0,1994-95,South Carolina State,MEAC,1,,,,,,,,,,,,,,,,,,,,,,Jason Fox
1,Career,South Carolina State,,1,,,,,,,,,,,,,,,,,,,,,,Jason Fox
0,1992-93,Memphis,GMWC,6,,,,,0.33299999999999996,,,0.0,,,0.5,,,0.5,,,,,,,,Jason Fox
1,1993-94,Memphis,GMWC,3,0.0,7.0,5.7,11.4,0.5,5.7,5.7,1.0,0.0,5.7,0.0,0.0,0.0,,5.7,0.0,0.0,0.0,0.0,11.4,11.4,Jason Fox
2,1994-95,Memphis,GMWC,6,1.0,22.0,1.8,10.9,0.16699999999999998,0.0,5.5,0.0,1.8,5.5,0.33299999999999996,0.0,0.0,,5.5,7.3,5.5,0.0,7.3,9.1,5.5,Jason Fox
3,Career,Memphis,,15,1.0,29.0,4.1,15.2,0.273,1.4,6.9,0.2,2.8,8.3,0.33299999999999996,1.4,2.8,0.5,9.7,9.7,6.9,0.0,5.5,9.7,11.0,Jason Fox
0,1998-99,Hofstra,AEC,15,,,,,0.0,,,,,,0.0,,,0.5,,,,,,,,Jeff Fox
1,1999-00,Hofstra,AEC,15,15.0,,,,0.0,,,,,,0.0,,,,,,,,,,,Jeff Fox
2,2000-01,Hofstra,AEC,14,1.0,,,,0.25,,,0.5,,,0.0,,,1.0,,,,,,,,Jeff Fox
3,Career,Hofstra,,44,16.0,,,,0.16699999999999998,,,0.5,,,0.0,,,0.667,,,,,,,,Jeff Fox
0,2015-16,Army,Patriot,33,3,403.0,3.1,7.4,0.413,2.3,4.8,0.479,0.8,2.7,0.29600000000000004,1.7,2.1,0.81,3.7,7.3,1.5,0.2,3.8,4.6,8.6,Jordan Fox
1,2016-17,Army,Patriot,32,31,1026.0,5.6,12.9,0.433,3.1,6.6,0.473,2.5,6.3,0.391,2.3,2.8,0.8079999999999999,3.0,5.7,1.1,0.0,2.7,2.9,15.9,Jordan Fox
2,2017-18,Army,Patriot,30,30,898.0,6.2,15.3,0.405,2.7,6.5,0.418,3.5,8.8,0.396,2.4,3.0,0.809,5.5,5.6,1.0,0.1,2.8,3.4,18.3,Jordan Fox
3,2018-19,Army,Patriot,32,31,861.0,4.5,12.6,0.354,1.5,3.3,0.45799999999999996,2.9,9.2,0.317,1.2,1.8,0.6579999999999999,4.9,4.2,1.1,0.0,2.6,2.7,13.0,Jordan Fox
4,Career,Army,,127,95,3188.0,5.1,12.8,0.401,2.5,5.5,0.45299999999999996,2.7,7.3,0.363,2.0,2.5,0.78,4.3,5.5,1.1,0.1,2.8,3.2,14.9,Jordan Fox
0,2004-05,Radford,Big South,26,4,377.0,3.9,8.8,0.446,2.7,4.6,0.581,1.3,4.2,0.3,1.3,1.8,0.706,5.4,0.3,0.7,0.3,2.9,4.2,10.4,Josh Fox
1,Career,Radford,,26,4,377.0,3.9,8.8,0.446,2.7,4.6,0.581,1.3,4.2,0.3,1.3,1.8,0.706,5.4,0.3,0.7,0.3,2.9,4.2,10.4,Josh Fox
0,2012-13,UC-Riverside,Big West,28,27,750.0,5.2,11.5,0.456,5.0,10.9,0.461,0.2,0.6,0.364,3.3,5.1,0.635,9.8,1.9,0.5,0.5,3.0,2.9,13.9,Josh Fox
1,2014-15,UC-Davis,Big West,32,2,754.0,5.9,10.0,0.596,5.9,9.5,0.62,0.1,0.5,0.111,3.3,5.6,0.585,7.3,1.9,0.6,0.5,1.7,3.5,15.2,Josh Fox
2,2015-16,UC-Davis,Big West,28,28,886.0,7.4,14.5,0.514,7.4,14.4,0.516,0.0,0.0,0.0,3.9,5.9,0.662,8.5,2.6,1.4,0.5,3.3,3.1,18.8,Josh Fox
3,Career,Overall,,88,57,2390.0,6.3,12.1,0.518,6.2,11.8,0.526,0.1,0.4,0.23800000000000002,3.5,5.6,0.63,8.5,2.2,0.9,0.5,2.7,3.2,16.1,Josh Fox
4,,UC-Riverside,,28,27,750.0,5.2,11.5,0.456,5.0,10.9,0.461,0.2,0.6,0.364,3.3,5.1,0.635,9.8,1.9,0.5,0.5,3.0,2.9,13.9,Josh Fox
5,,UC-Davis,,60,30,1640.0,6.8,12.4,0.544,6.7,12.2,0.5529999999999999,0.0,0.2,0.1,3.6,5.8,0.627,8.0,2.3,1.0,0.5,2.5,3.3,17.1,Josh Fox
0,2001-02,Ole Miss,SEC,31,1,263.0,4.0,8.1,0.491,2.0,3.2,0.619,2.0,4.9,0.406,0.6,0.8,0.8,4.3,2.9,1.1,0.8,2.7,4.9,10.5,Kendrick Fox
1,2002-03,Ole Miss,SEC,22,1,84.0,3.3,9.0,0.368,1.4,2.9,0.5,1.9,6.2,0.308,1.0,1.0,1.0,5.7,1.4,0.5,0.5,2.9,4.8,9.5,Kendrick Fox
2,2003-04,Ole Miss,SEC,28,8,523.0,3.8,9.3,0.41,1.2,2.0,0.615,2.6,7.3,0.354,0.8,1.5,0.526,5.4,1.6,0.7,0.7,1.3,4.4,11.0,Kendrick Fox
3,2004-05,Ole Miss,SEC,31,28,707.0,4.8,10.2,0.46399999999999997,1.6,2.8,0.56,3.2,7.4,0.42700000000000005,0.6,1.1,0.579,5.3,3.8,1.2,0.8,2.0,4.6,13.3,Kendrick Fox
4,Career,Ole Miss,,112,38,1577.0,4.2,9.5,0.445,1.5,2.6,0.583,2.7,6.9,0.39299999999999996,0.7,1.1,0.6,5.2,2.8,1.0,0.7,2.0,4.6,11.9,Kendrick Fox
0,2006-07,Northern Arizona,Big Sky,4,0,8.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,10.0,10.0,Kyle Fox
1,Career,Northern Arizona,,4,0,8.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,10.0,10.0,Kyle Fox
0,2014-15,Bowling Green State,MAC,15,0,54.0,1.5,6.7,0.222,0.0,0.7,0.0,1.5,5.9,0.25,0.0,0.0,,3.7,1.5,0.0,0.0,1.5,2.2,4.4,Matt Fox
1,2015-16,Bowling Green State,MAC,18,1,134.0,4.2,10.4,0.4,0.0,0.3,0.0,4.2,10.1,0.41200000000000003,0.6,0.6,1.0,2.7,0.0,0.9,0.3,0.6,2.7,13.1,Matt Fox
2,2016-17,Bowling Green State,MAC,32,0,506.0,3.4,8.7,0.391,0.8,1.7,0.455,2.6,7.0,0.375,1.1,1.3,0.875,4.3,1.3,1.1,0.1,0.9,3.3,10.5,Matt Fox
3,2017-18,Bowling Green State,MAC,31,3,516.0,3.4,8.1,0.419,0.5,1.6,0.28600000000000003,2.9,6.5,0.452,1.2,1.5,0.8420000000000001,4.2,2.5,0.7,0.2,1.1,1.8,11.0,Matt Fox
4,Career,Bowling Green State,,96,4,1210.0,3.4,8.6,0.39799999999999996,0.5,1.5,0.35600000000000004,2.9,7.1,0.40700000000000003,1.1,1.2,0.865,4.1,1.7,0.9,0.2,1.0,2.5,10.7,Matt Fox
0,2009-10,Nebraska,Big 12,8,0,27.0,1.5,3.0,0.5,1.5,3.0,0.5,0.0,0.0,,7.4,8.9,0.833,5.9,0.0,1.5,0.0,3.0,1.5,10.4,Mike Fox
1,2010-11,Nebraska,Big 12,7,0,18.0,8.9,8.9,1.0,8.9,8.9,1.0,0.0,0.0,,0.0,8.9,0.0,13.3,0.0,0.0,0.0,4.4,6.7,17.8,Mike Fox
2,2011-12,Nebraska,Big Ten,23,0,221.0,2.4,6.3,0.371,1.6,4.5,0.36,0.7,1.8,0.4,0.2,0.4,0.5,4.2,1.3,0.5,0.0,0.9,3.1,5.6,Mike Fox
3,Career,Nebraska,,38,0,266.0,2.7,6.2,0.439,2.1,4.7,0.452,0.6,1.5,0.4,0.9,1.8,0.5,5.0,1.1,0.6,0.0,1.4,3.2,6.9,Mike Fox
0,1995-96,Boston College,Big East,8,0.0,43.0,3.7,8.4,0.444,3.7,5.6,0.667,0.0,2.8,0.0,0.9,0.9,1.0,6.5,0.9,2.8,0.9,1.9,3.7,8.4,Nate Fox
1,1996-97,Boston College,Big East,8,0.0,25.0,4.8,9.6,0.5,3.2,6.4,0.5,1.6,3.2,0.5,0.0,0.0,,11.2,3.2,0.0,1.6,0.0,1.6,11.2,Nate Fox
2,1998-99,Maine,AEC,27,,,,,0.575,,,0.6709999999999999,,,0.3,,,0.7759999999999999,,,,,,,,Nate Fox
3,1999-00,Maine,AEC,31,31.0,,,,0.583,,,0.599,,,0.462,,,0.777,,,,,,,,Nate Fox
4,Career,Overall,,74,31.0,68.0,220.0,381.8,0.5760000000000001,194.7,308.8,0.63,25.3,72.9,0.34700000000000003,153.5,197.6,0.777,275.3,52.4,48.8,18.2,1.2,18.8,618.8,Nate Fox
5,,Boston College,,16,0.0,68.0,4.1,8.8,0.467,3.5,5.9,0.6,0.6,2.9,0.2,0.6,0.6,1.0,8.2,1.8,1.8,1.2,1.2,2.9,9.4,Nate Fox
6,,Maine,,58,31.0,,,,0.579,,,0.631,,,0.353,,,0.7759999999999999,,,,,,,,Nate Fox
0,2014-15,Navy,Patriot,11,1,82.0,2.4,7.3,0.33299999999999996,1.0,3.4,0.28600000000000003,1.5,3.9,0.375,1.0,2.0,0.5,2.4,3.9,1.5,0.0,2.0,4.4,7.3,Nourse Fox
1,2015-16,Navy,Patriot,32,0,270.0,1.0,4.3,0.24100000000000002,0.7,1.9,0.385,0.3,2.4,0.125,0.0,0.1,0.0,3.4,4.4,1.0,0.0,2.7,6.4,2.4,Nourse Fox
2,2016-17,Navy,Patriot,32,0,347.0,2.2,6.5,0.33899999999999997,1.2,3.0,0.385,1.0,3.5,0.3,0.8,1.4,0.583,3.6,3.9,1.2,0.0,3.6,3.1,6.2,Nourse Fox
3,2017-18,Navy,Patriot,30,4,280.0,1.3,4.7,0.273,1.1,2.6,0.444,0.1,2.1,0.067,1.1,1.4,0.8,3.0,4.1,1.7,0.0,3.0,4.0,3.9,Nourse Fox
4,Career,Navy,,105,5,979.0,1.6,5.4,0.301,1.0,2.6,0.391,0.6,2.8,0.217,0.7,1.1,0.63,3.3,4.1,1.3,0.0,3.0,4.4,4.6,Nourse Fox
0,2018-19,Clemson,ACC,5,0,5.0,8.0,16.0,0.5,0.0,0.0,,8.0,16.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,8.0,24.0,Parker Fox
1,2019-20,Clemson,ACC,8,0,18.0,4.4,6.7,0.667,2.2,2.2,1.0,2.2,4.4,0.5,0.0,2.2,0.0,4.4,2.2,0.0,0.0,2.2,0.0,11.1,Parker Fox
2,2020-21,Clemson,ACC,3,0,5.0,8.0,8.0,1.0,0.0,0.0,,8.0,8.0,1.0,8.0,16.0,0.5,8.0,0.0,0.0,0.0,8.0,0.0,32.0,Parker Fox
3,Career,Clemson,,16,0,28.0,5.7,8.6,0.667,1.4,1.4,1.0,4.3,7.1,0.6,1.4,4.3,0.33299999999999996,4.3,1.4,0.0,0.0,4.3,1.4,17.1,Parker Fox
0,2005-06,Elon,Southern,5,0,15.0,0.0,5.3,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,,0.0,2.7,0.0,0.0,8.0,5.3,0.0,Patrick Fox
1,Career,Elon,,5,0,15.0,0.0,5.3,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,,0.0,2.7,0.0,0.0,8.0,5.3,0.0,Patrick Fox
0,1998-99,Saint Francis (PA),NEC,23,,,,,0.4,,,0.429,,,0.386,,,0.667,,,,,,,,Pete Fox
1,1999-00,Saint Francis (PA),NEC,3,3.0,,,,0.444,,,0.75,,,0.2,,,1.0,,,,,,,,Pete Fox
2,2000-01,Saint Francis (PA),NEC,27,22.0,,,,0.44,,,0.44799999999999995,,,0.43799999999999994,,,0.8,,,,,,,,Pete Fox
3,2001-02,Saint Francis (PA),NEC,26,0.0,215.0,4.3,13.0,0.32899999999999996,0.9,2.0,0.455,3.3,11.0,0.305,0.6,1.5,0.375,3.9,2.0,1.5,0.0,0.9,2.2,12.5,Pete Fox
4,Career,Saint Francis (PA),,79,25.0,215.0,22.1,54.7,0.405,5.6,12.1,0.462,16.6,42.6,0.389,6.9,10.0,0.685,26.6,13.2,6.7,0.6,7.1,11.3,67.7,Pete Fox
0,1999-00,Colorado,Big 12,29,17,610.0,5.4,11.4,0.47700000000000004,5.4,11.3,0.48,0.0,0.1,0.0,1.5,3.2,0.469,12.5,1.8,0.5,1.2,2.9,4.7,12.4,Richard Fox
1,2000-01,Colorado,Big 12,27,11,440.0,6.5,11.7,0.5579999999999999,6.5,11.7,0.5579999999999999,0.0,0.0,,2.4,3.9,0.605,11.2,2.9,1.1,1.6,4.0,6.1,15.5,Richard Fox
2,2002-03,Gonzaga,WCC,28,17,385.0,7.8,14.2,0.547,7.8,14.1,0.551,0.0,0.1,0.0,3.7,5.3,0.706,9.9,3.0,0.3,0.9,3.1,5.7,19.3,Richard Fox
3,2003-04,Gonzaga,WCC,17,2,186.0,5.6,10.8,0.52,5.6,10.8,0.52,0.0,0.0,,1.9,2.6,0.75,9.9,1.9,1.1,0.4,2.8,5.6,13.1,Richard Fox
4,Career,Overall,,101,47,1621.0,6.3,12.1,0.522,6.3,12.0,0.525,0.0,0.0,0.0,2.3,3.8,0.606,11.2,2.4,0.7,1.2,3.2,5.4,15.0,Richard Fox
5,,Colorado,,56,28,1050.0,5.9,11.5,0.512,5.9,11.5,0.513,0.0,0.0,0.0,1.9,3.5,0.5329999999999999,12.0,2.3,0.7,1.4,3.4,5.3,13.7,Richard Fox
6,,Gonzaga,,45,19,571.0,7.1,13.1,0.54,7.1,13.0,0.5429999999999999,0.0,0.1,0.0,3.2,4.4,0.7140000000000001,9.9,2.7,0.6,0.8,3.0,5.7,17.3,Richard Fox
0,1999-00,Buffalo,MAC,18,18,,,,0.322,,,0.37,,,0.271,,,0.7020000000000001,,,,,,,,Rick Fox
1,Career,Buffalo,,18,18,,,,0.322,,,0.37,,,0.271,,,0.7020000000000001,,,,,,,,Rick Fox
0,1995-96,Saint Francis (PA),NEC,10,,,,,0.375,,,0.375,,,,,,0.364,,,,,,,,Tom Fox
1,1997-98,Saint Francis (PA),NEC,25,,233.0,6.7,12.2,0.5489999999999999,6.7,12.2,0.5489999999999999,0.0,0.0,,3.4,5.3,0.645,7.0,1.7,0.5,0.3,,,16.8,Tom Fox
2,1998-99,Saint Francis (PA),NEC,26,,,,,0.479,,,0.504,,,0.158,,,0.68,,,,,,,,Tom Fox
3,1999-00,Saint Francis (PA),NEC,27,27.0,,,,0.502,,,0.502,,,,,,0.716,,,,,,,,Tom Fox
4,Career,Saint Francis (PA),,88,27.0,233.0,50.5,102.5,0.49200000000000005,50.0,99.2,0.503,0.5,3.3,0.158,25.2,37.6,0.6709999999999999,75.2,9.8,7.0,6.5,,,126.7,Tom Fox
