,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
6,,VCU,,60,39,1344.0,4.8,10.3,0.47,4.8,10.0,0.478,0.0,0.2,0.125,3.0,4.9,0.62,8.4,1.4,1.1,1.3,2.4,4.7,12.7,Wil Fameni
0,2009-10,South Florida,Big East,32,30,949.0,5.4,10.2,0.527,5.4,10.2,0.527,0.0,0.0,,3.3,5.2,0.634,10.2,0.7,0.7,0.9,2.8,3.8,14.1,Jarrid Famous
1,2010-11,South Florida,Big East,31,19,645.0,6.1,12.2,0.5,6.1,12.0,0.505,0.0,0.1,0.0,4.7,6.1,0.758,10.4,0.8,0.5,1.1,2.6,3.7,16.8,Jarrid Famous
2,Career,South Florida,,63,49,1594.0,5.7,11.0,0.515,5.7,11.0,0.517,0.0,0.1,0.0,3.8,5.6,0.6890000000000001,10.3,0.7,0.6,1.0,2.7,3.8,15.2,Jarrid Famous
0,2000-01,California,Pac-10,10,0,10.0,8.0,20.0,0.4,4.0,8.0,0.5,4.0,12.0,0.33299999999999996,4.0,8.0,0.5,12.0,0.0,0.0,0.0,12.0,0.0,24.0,Conor Famulener
1,2001-02,California,Pac-10,21,0,109.0,3.3,8.8,0.375,2.9,5.1,0.5710000000000001,0.4,3.7,0.1,1.8,2.6,0.7140000000000001,6.6,2.6,2.2,0.4,1.1,3.3,8.8,Conor Famulener
2,2002-03,California,Pac-10,30,1,624.0,2.6,5.1,0.513,1.9,2.9,0.667,0.7,2.2,0.314,0.4,0.8,0.583,6.3,2.3,1.2,0.3,2.1,3.7,6.4,Conor Famulener
3,2003-04,California,Pac-10,28,1,238.0,1.8,4.7,0.39299999999999996,1.7,3.4,0.5,0.2,1.3,0.125,1.8,2.5,0.733,8.4,2.0,1.2,0.7,2.0,6.1,5.7,Conor Famulener
4,Career,California,,89,2,981.0,2.6,5.6,0.46,2.0,3.3,0.605,0.6,2.3,0.25,1.0,1.5,0.667,6.9,2.2,1.3,0.4,2.0,4.2,6.7,Conor Famulener
0,2003-04,Arkansas,SEC,27,13,569.0,4.9,13.6,0.363,4.1,10.0,0.408,0.8,3.6,0.235,2.7,4.1,0.644,6.6,1.5,1.6,0.6,3.4,3.9,13.4,Olu Famutimi
1,2004-05,Arkansas,SEC,30,29,699.0,5.8,13.3,0.43799999999999994,3.4,7.2,0.47600000000000003,2.4,6.1,0.39299999999999996,2.0,3.0,0.6729999999999999,7.2,1.7,1.7,0.2,1.8,3.0,16.1,Olu Famutimi
2,Career,Arkansas,,57,42,1268.0,5.4,13.4,0.40399999999999997,3.7,8.5,0.44,1.7,5.0,0.342,2.3,3.5,0.6579999999999999,6.9,1.6,1.7,0.4,2.6,3.4,14.9,Olu Famutimi
0,1991-92,USC,Pac-10,8,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,Rick Famuyiwa
1,1992-93,USC,Pac-10,3,,,,,0.5,,,0.5,,,,,,,,,,,,,,Rick Famuyiwa
2,Career,USC,,11,0.0,4.0,10.0,20.0,0.5,10.0,20.0,0.5,0.0,0.0,,0.0,0.0,,40.0,0.0,10.0,10.0,0.0,20.0,20.0,Rick Famuyiwa
0,1993-94,Portland,WCC,1,0,2.0,0.0,40.0,0.0,0.0,0.0,,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Fancher
1,Career,Portland,,1,0,2.0,0.0,40.0,0.0,0.0,0.0,,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Fancher
0,2006-07,California,Pac-10,6,0,8.0,5.0,15.0,0.33299999999999996,0.0,0.0,,5.0,15.0,0.33299999999999996,0.0,0.0,,5.0,0.0,0.0,0.0,10.0,0.0,15.0,Thomas Fang
1,2007-08,California,Pac-10,2,0,2.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Thomas Fang
2,Career,California,,8,0,10.0,4.0,20.0,0.2,0.0,4.0,0.0,4.0,16.0,0.25,0.0,0.0,,4.0,0.0,0.0,0.0,12.0,0.0,12.0,Thomas Fang
0,2002-03,Navy,Patriot,27,0,253.0,4.3,8.9,0.48200000000000004,4.3,8.9,0.48200000000000004,0.0,0.0,,3.6,4.9,0.742,7.3,3.0,1.6,0.6,3.6,3.0,12.2,Matt Fannin
1,2003-04,Navy,Patriot,27,19,526.0,4.5,10.4,0.431,4.5,10.4,0.431,0.0,0.0,,3.4,6.5,0.529,7.6,3.2,1.3,0.2,5.3,5.0,12.4,Matt Fannin
2,2004-05,Navy,Patriot,27,24,685.0,5.4,11.6,0.47,5.4,11.5,0.47200000000000003,0.0,0.1,0.0,6.3,10.2,0.617,10.6,2.0,0.9,0.5,4.7,5.1,17.2,Matt Fannin
3,2005-06,Navy,Patriot,24,19,608.0,5.2,10.9,0.47600000000000003,5.2,10.9,0.47600000000000003,0.0,0.0,,4.9,7.8,0.63,7.3,2.6,2.1,0.7,2.8,4.1,15.3,Matt Fannin
4,Career,Navy,,105,62,2072.0,5.0,10.8,0.46299999999999997,5.0,10.7,0.46399999999999997,0.0,0.0,0.0,4.8,7.9,0.612,8.5,2.6,1.4,0.5,4.2,4.5,14.8,Matt Fannin
0,1999-00,James Madison,CAA,27,11,400.0,3.7,10.3,0.359,2.2,5.4,0.40700000000000003,1.5,4.9,0.306,2.5,3.1,0.8059999999999999,2.9,5.4,1.6,0.1,5.8,3.0,11.4,David Fanning
1,2000-01,James Madison,CAA,25,22,741.0,4.9,13.0,0.373,2.8,6.6,0.415,2.1,6.4,0.331,3.1,4.1,0.75,3.6,4.4,1.6,0.2,3.4,2.6,14.9,David Fanning
2,2001-02,James Madison,CAA,29,29,1004.0,6.5,17.4,0.37200000000000005,3.5,9.0,0.391,2.9,8.4,0.35100000000000003,4.9,6.1,0.799,3.9,2.1,1.1,0.3,2.4,2.3,20.8,David Fanning
3,2002-03,James Madison,CAA,30,30,987.0,5.9,15.1,0.389,3.3,7.7,0.429,2.6,7.5,0.348,4.1,5.1,0.787,3.0,3.2,1.0,0.2,2.7,2.7,18.4,David Fanning
4,Career,James Madison,,111,92,3132.0,5.5,14.7,0.376,3.1,7.5,0.409,2.5,7.2,0.342,3.9,5.0,0.7859999999999999,3.4,3.4,1.3,0.2,3.2,2.6,17.4,David Fanning
0,2012-13,Wagner,NEC,22,3,367.0,5.2,11.3,0.462,3.7,7.3,0.507,1.5,4.0,0.37799999999999995,3.4,4.9,0.6890000000000001,7.0,1.0,1.2,0.2,3.5,3.5,15.4,Eric Fanning
1,2014-15,Boston University,Patriot,30,4,640.0,6.6,13.6,0.486,5.1,9.8,0.522,1.5,3.8,0.39299999999999996,8.3,10.9,0.759,6.8,2.8,0.8,0.3,3.4,4.5,23.0,Eric Fanning
2,2015-16,Boston University,Patriot,28,19,737.0,7.2,14.4,0.496,5.8,10.5,0.552,1.4,3.9,0.34700000000000003,7.4,9.6,0.778,8.1,2.4,0.8,0.7,4.1,4.0,23.1,Eric Fanning
3,2016-17,Boston University,Patriot,32,30,897.0,6.2,14.9,0.415,4.6,10.4,0.442,1.6,4.5,0.353,7.3,9.3,0.784,8.6,3.0,1.2,0.6,4.4,3.6,21.3,Eric Fanning
4,Career,Overall,,112,56,2641.0,6.4,14.0,0.46,4.9,9.9,0.501,1.5,4.1,0.364,7.0,9.1,0.768,7.8,2.5,1.0,0.5,4.0,3.9,21.4,Eric Fanning
5,,Wagner,,22,3,367.0,5.2,11.3,0.462,3.7,7.3,0.507,1.5,4.0,0.37799999999999995,3.4,4.9,0.6890000000000001,7.0,1.0,1.2,0.2,3.5,3.5,15.4,Eric Fanning
6,,Boston University,,90,53,2274.0,6.6,14.4,0.46,5.1,10.3,0.5,1.5,4.1,0.36200000000000004,7.6,9.8,0.774,7.9,2.7,1.0,0.5,4.0,4.0,22.4,Eric Fanning
0,2008-09,Utah Valley,Ind,23,1,163.0,1.7,5.2,0.33299999999999996,1.7,5.2,0.33299999999999996,0.0,0.0,,1.5,3.2,0.462,7.4,1.2,0.7,0.7,0.7,5.6,4.9,Rory Fannon
1,2009-10,Utah Valley,GWC,26,8,257.0,0.6,3.0,0.21100000000000002,0.6,3.0,0.21100000000000002,0.0,0.0,,0.6,0.9,0.667,5.3,1.9,0.5,0.5,2.6,6.1,1.9,Rory Fannon
2,2010-11,Utah Valley,GWC,22,0,103.0,1.9,5.4,0.35700000000000004,1.9,5.4,0.35700000000000004,0.0,0.0,,1.6,2.3,0.667,5.8,1.2,0.0,0.0,3.5,7.8,5.4,Rory Fannon
3,2011-12,Utah Valley,GWC,30,1,190.0,2.1,4.2,0.5,2.1,4.2,0.5,0.0,0.0,,0.8,3.4,0.25,7.4,0.0,0.2,1.5,2.1,7.2,5.1,Rory Fannon
4,Career,Utah Valley,,101,10,713.0,1.5,4.2,0.35100000000000003,1.5,4.2,0.35100000000000003,0.0,0.0,,1.0,2.3,0.439,6.4,1.1,0.4,0.7,2.2,6.5,3.9,Rory Fannon
0,2020-21,Mississippi Valley State,SWAC,10,1,115.0,2.4,3.8,0.636,2.4,3.8,0.636,0.0,0.0,,1.7,3.1,0.556,10.8,0.7,0.3,1.0,2.4,5.6,6.6,Donalson Fanord
