,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
2,Career,Bethune-Cookman,,48,14,576,4.2,11.8,0.353,1.1,2.8,0.39,3.1,9.0,0.341,0.6,0.8,0.667,5.3,1.5,1.0,0.2,1.1,3.9,11.9,Josue Salaam
0,2016-17,Houston Baptist,Southland,2,0,8,5.0,25.0,0.2,0.0,10.0,0.0,5.0,15.0,0.33299999999999996,0.0,0.0,,15.0,0.0,5.0,0.0,5.0,5.0,15.0,Michael Saladin
1,2017-18,Houston Baptist,Southland,7,0,19,2.1,12.6,0.16699999999999998,2.1,4.2,0.5,0.0,8.4,0.0,0.0,0.0,,4.2,2.1,4.2,0.0,0.0,0.0,4.2,Michael Saladin
2,Career,Houston Baptist,,9,0,27,3.0,16.3,0.182,1.5,5.9,0.25,1.5,10.4,0.14300000000000002,0.0,0.0,,7.4,1.5,4.4,0.0,1.5,1.5,7.4,Michael Saladin
0,2010-11,Yale,Ivy,25,0,214,1.3,6.7,0.19399999999999998,0.4,3.6,0.105,0.9,3.2,0.294,2.2,2.4,0.9229999999999999,3.2,2.6,0.7,0.0,2.2,4.9,5.8,Isaiah Salafia
1,2011-12,Yale,Ivy,18,6,278,3.0,6.6,0.457,1.2,2.7,0.42100000000000004,1.9,3.9,0.48100000000000004,0.9,1.6,0.545,2.9,3.3,1.0,0.4,4.9,6.0,8.8,Isaiah Salafia
2,2013-14,Yale,Ivy,26,3,252,2.2,7.9,0.28,0.6,3.0,0.21100000000000002,1.6,4.9,0.32299999999999995,1.7,2.5,0.688,2.4,2.1,1.1,0.0,3.3,5.6,7.8,Isaiah Salafia
3,Career,Yale,,69,9,744,2.3,7.1,0.318,0.8,3.1,0.24600000000000002,1.5,4.0,0.373,1.6,2.2,0.725,2.8,2.7,1.0,0.2,3.6,5.5,7.6,Isaiah Salafia
0,1994-95,Long Beach State,Big West,30,30,922,4.2,9.6,0.439,3.0,5.5,0.5479999999999999,1.2,4.1,0.295,2.5,3.7,0.6709999999999999,3.1,6.9,2.7,0.2,4.4,3.7,12.1,Rasul Salahuddin
1,1995-96,Long Beach State,Big West,28,27,948,5.3,11.3,0.466,3.4,6.0,0.5589999999999999,1.9,5.3,0.36,3.3,5.7,0.578,4.1,6.0,4.3,0.2,4.2,3.8,15.7,Rasul Salahuddin
2,Career,Long Beach State,,58,57,1870,4.7,10.5,0.45399999999999996,3.2,5.8,0.5539999999999999,1.6,4.7,0.332,2.9,4.7,0.614,3.6,6.4,3.5,0.2,4.3,3.8,13.9,Rasul Salahuddin
0,2005-06,Georgia Southern,Southern,27,1,384,2.3,8.1,0.282,1.9,6.4,0.295,0.4,1.8,0.235,2.0,3.0,0.655,5.9,1.8,0.8,0.7,2.8,7.4,7.0,Diogo Salazar
1,2006-07,Georgia Southern,Southern,31,14,632,3.5,7.4,0.47,3.2,6.3,0.51,0.3,1.1,0.235,1.5,3.0,0.489,6.9,1.3,0.5,0.3,2.7,6.0,8.7,Diogo Salazar
2,Career,Georgia Southern,,58,15,1016,3.0,7.7,0.395,2.7,6.3,0.429,0.3,1.3,0.235,1.7,3.0,0.5529999999999999,6.5,1.5,0.6,0.5,2.8,6.5,8.0,Diogo Salazar
0,2020-21,Pacific,WCC,11,0,84,3.8,8.1,0.47100000000000003,3.8,7.6,0.5,0.0,0.5,0.0,2.9,7.1,0.4,10.5,1.4,1.0,1.4,2.4,11.0,10.5,Jonathan Salazar
1,Career,Pacific,,11,0,84,3.8,8.1,0.47100000000000003,3.8,7.6,0.5,0.0,0.5,0.0,2.9,7.1,0.4,10.5,1.4,1.0,1.4,2.4,11.0,10.5,Jonathan Salazar
0,2013-14,Fresno State,MWC,4,0,10,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Salazar
1,Career,Fresno State,,4,0,10,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Salazar
0,2009-10,Northern Arizona,Big Sky,28,4,434,1.4,5.3,0.263,0.5,1.8,0.263,0.9,3.5,0.263,0.9,1.1,0.833,3.0,5.3,1.1,0.0,2.4,2.8,4.6,Stallon Saldivar
1,2010-11,Northern Arizona,Big Sky,32,30,831,2.0,5.3,0.373,1.5,3.3,0.449,0.5,2.0,0.244,1.3,1.5,0.8390000000000001,4.8,8.3,1.1,0.1,2.9,2.1,5.7,Stallon Saldivar
2,2011-12,Northern Arizona,Big Sky,29,26,904,2.9,8.3,0.348,1.8,5.0,0.366,1.1,3.3,0.32,1.8,2.3,0.784,4.6,6.3,1.2,0.0,2.9,1.3,8.6,Stallon Saldivar
3,2012-13,Northern Arizona,Big Sky,29,23,948,2.8,7.0,0.406,2.0,4.2,0.485,0.8,2.8,0.28800000000000003,1.6,2.2,0.7170000000000001,6.8,5.6,1.7,0.1,2.8,2.2,8.1,Stallon Saldivar
4,Career,Northern Arizona,,118,83,3117,2.4,6.7,0.36200000000000004,1.6,3.8,0.418,0.8,2.8,0.28600000000000003,1.5,1.9,0.7759999999999999,5.1,6.5,1.3,0.1,2.8,2.0,7.1,Stallon Saldivar
0,2009-10,Saint Louis,A-10,36,31,1020,2.8,8.4,0.335,1.6,3.3,0.47100000000000003,1.3,5.1,0.24600000000000002,2.1,2.8,0.736,3.3,2.5,0.9,0.2,2.3,3.3,9.0,Christian Salecich
1,2010-11,Saint Louis,A-10,31,4,436,2.1,6.0,0.354,1.1,2.3,0.48,1.0,3.7,0.275,1.2,1.7,0.722,3.1,2.8,1.5,0.6,1.6,3.1,6.4,Christian Salecich
2,2013-14,SIU-Edwardsville,OVC,31,11,713,4.2,9.9,0.418,1.9,3.7,0.515,2.2,6.2,0.36,1.2,1.8,0.688,3.6,3.9,1.2,0.1,2.0,2.5,11.8,Christian Salecich
3,Career,Overall,,98,46,2169,3.1,8.4,0.37,1.6,3.2,0.489,1.5,5.2,0.295,1.6,2.2,0.721,3.4,3.0,1.1,0.2,2.0,3.0,9.4,Christian Salecich
4,,Saint Louis,,67,35,1456,2.6,7.7,0.33899999999999997,1.4,3.0,0.473,1.2,4.7,0.253,1.8,2.5,0.733,3.2,2.6,1.1,0.3,2.1,3.2,8.2,Christian Salecich
5,,SIU-Edwardsville,,31,11,713,4.2,9.9,0.418,1.9,3.7,0.515,2.2,6.2,0.36,1.2,1.8,0.688,3.6,3.9,1.2,0.1,2.0,2.5,11.8,Christian Salecich
0,2020-21,Buffalo,MAC,6,0,14,8.6,11.4,0.75,5.7,5.7,1.0,2.9,5.7,0.5,0.0,0.0,,2.9,0.0,0.0,0.0,0.0,5.7,20.0,Lucas Saleh
1,Career,Buffalo,,6,0,14,8.6,11.4,0.75,5.7,5.7,1.0,2.9,5.7,0.5,0.0,0.0,,2.9,0.0,0.0,0.0,0.0,5.7,20.0,Lucas Saleh
0,1998-99,Villanova,Big East,32,15,554,4.2,8.4,0.496,4.2,8.3,0.504,0.0,0.1,0.0,3.4,4.3,0.7829999999999999,11.8,1.5,1.9,1.3,2.9,5.1,11.8,Brooks Sales
1,1999-00,Villanova,Big East,33,29,868,4.9,10.3,0.478,4.9,10.2,0.48,0.0,0.1,0.33299999999999996,3.1,4.8,0.648,11.2,1.5,1.8,1.7,2.3,4.1,13.0,Brooks Sales
2,2000-01,Villanova,Big East,26,18,647,5.1,8.5,0.599,5.1,8.4,0.603,0.0,0.1,0.0,4.4,5.8,0.755,10.0,2.5,1.3,1.7,3.3,4.6,14.5,Brooks Sales
3,2001-02,Villanova,Big East,32,30,1097,4.1,7.6,0.5379999999999999,4.0,7.5,0.539,0.0,0.1,0.5,4.0,5.3,0.752,10.6,2.8,1.3,1.6,3.3,3.5,12.2,Brooks Sales
4,Career,Villanova,,123,92,3166,4.5,8.7,0.523,4.5,8.6,0.527,0.0,0.1,0.25,3.7,5.1,0.73,10.8,2.2,1.6,1.6,2.9,4.2,12.8,Brooks Sales
0,1999-00,Stony Brook,Ind,25,25,,,,0.35200000000000004,,,0.35200000000000004,,,,,,0.45,,,,,,,,Michael Sales
1,Career,Stony Brook,,25,25,,,,0.35200000000000004,,,0.35200000000000004,,,,,,0.45,,,,,,,,Michael Sales
0,1996-97,Charleston Southern,Big South,23,3.0,202.0,2.8,5.3,0.519,2.8,5.3,0.519,0.0,0.0,,1.2,2.0,0.6,9.3,1.4,0.8,1.2,2.0,8.7,6.7,Mike Sales
1,1997-98,Charleston Southern,Big South,8,,,,,0.379,,,0.379,,,,,,0.647,,,,,,,,Mike Sales
2,Career,Charleston Southern,,31,3.0,202.0,5.0,11.1,0.446,5.0,11.1,0.446,0.0,0.0,,3.4,5.3,0.63,16.8,1.6,1.0,3.0,2.0,8.7,13.3,Mike Sales
0,2012-13,Idaho,WAC,1,0,2,20.0,20.0,1.0,20.0,20.0,1.0,0.0,0.0,,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,40.0,Max Salesky
1,Career,Idaho,,1,0,2,20.0,20.0,1.0,20.0,20.0,1.0,0.0,0.0,,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,40.0,Max Salesky
0,1996-97,Northeastern,AEC,18,,157,4.3,13.2,0.327,2.3,7.9,0.29,2.0,5.4,0.381,3.1,4.1,0.75,6.4,1.5,3.1,0.8,,,13.8,Kirk Salesman
1,Career,Northeastern,,18,,157,4.3,13.2,0.327,2.3,7.9,0.29,2.0,5.4,0.381,3.1,4.1,0.75,6.4,1.5,3.1,0.8,,,13.8,Kirk Salesman
0,2002-03,UTSA,Southland,3,0,15,5.3,5.3,1.0,2.7,2.7,1.0,2.7,2.7,1.0,0.0,0.0,,2.7,0.0,0.0,0.0,2.7,8.0,13.3,Juan Salinas
1,2003-04,UTSA,Southland,7,0,26,1.5,10.8,0.14300000000000002,0.0,1.5,0.0,1.5,9.2,0.16699999999999998,1.5,4.6,0.33299999999999996,7.7,4.6,3.1,0.0,6.2,7.7,6.2,Juan Salinas
2,2004-05,UTSA,Southland,6,0,25,1.6,4.8,0.33299999999999996,0.0,1.6,0.0,1.6,3.2,0.5,1.6,3.2,0.5,8.0,1.6,0.0,0.0,1.6,3.2,6.4,Juan Salinas
3,Career,UTSA,,16,0,66,2.4,7.3,0.33299999999999996,0.6,1.8,0.33299999999999996,1.8,5.5,0.33299999999999996,1.2,3.0,0.4,6.7,2.4,1.2,0.0,3.6,6.1,7.9,Juan Salinas
0,2017-18,Manhattan,MAAC,0,0,0,,,,,,,,,,,,,,,,,,,,Kevin Salis
1,2018-19,Manhattan,MAAC,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,Kevin Salis
2,2019-20,Manhattan,MAAC,0,0,0,,,,,,,,,,,,,,,,,,,,Kevin Salis
3,Career,Manhattan,,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,Kevin Salis
0,2002-03,New Hampshire,AEC,11,0,30,0.0,5.3,0.0,0.0,5.3,0.0,0.0,0.0,,6.7,10.7,0.625,9.3,0.0,1.3,0.0,8.0,5.3,6.7,Stephen Salis
1,Career,New Hampshire,,11,0,30,0.0,5.3,0.0,0.0,5.3,0.0,0.0,0.0,,6.7,10.7,0.625,9.3,0.0,1.3,0.0,8.0,5.3,6.7,Stephen Salis
0,2003-04,Temple,A-10,29,12,562,4.8,14.0,0.34700000000000003,2.5,5.7,0.43799999999999994,2.3,8.3,0.284,2.4,3.6,0.667,5.3,1.1,1.3,0.3,1.8,3.3,14.4,Dustin Salisbery
1,2004-05,Temple,A-10,28,13,800,5.2,13.7,0.376,3.1,6.4,0.47700000000000004,2.1,7.3,0.28800000000000003,2.1,3.6,0.583,5.8,2.2,1.5,0.3,2.1,3.0,14.5,Dustin Salisbery
2,2005-06,Temple,A-10,30,28,896,4.5,11.9,0.37799999999999995,2.5,5.6,0.43700000000000006,2.1,6.3,0.326,2.0,3.5,0.564,5.7,1.7,1.8,0.2,1.3,3.0,13.0,Dustin Salisbery
3,2006-07,Temple,A-10,30,30,994,6.8,16.0,0.425,4.5,9.7,0.47100000000000003,2.3,6.4,0.354,3.9,5.8,0.6779999999999999,6.1,2.9,1.9,0.4,3.5,4.2,19.8,Dustin Salisbery
4,Career,Temple,,117,83,3252,5.4,14.0,0.389,3.2,7.1,0.46,2.2,6.9,0.316,2.7,4.2,0.631,5.8,2.1,1.7,0.3,2.3,3.4,15.7,Dustin Salisbery
0,2014-15,Mount St. Mary's,NEC,15,3,99,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,1.2,0.0,7.3,0.8,0.0,4.4,1.2,6.5,4.0,Mawdo Sallah
1,2016-17,Mount St. Mary's,NEC,36,35,727,5.4,10.3,0.527,5.4,10.3,0.527,0.0,0.0,,1.2,2.5,0.489,10.4,0.5,0.7,2.3,2.2,6.3,12.1,Mawdo Sallah
2,2017-18,Kansas State,Big 12,21,0,161,3.7,7.0,0.536,3.7,7.0,0.536,0.0,0.0,,1.7,3.5,0.5,9.9,1.0,0.5,1.7,2.2,6.5,9.2,Mawdo Sallah
3,2018-19,Radford,Big South,33,33,625,5.1,9.7,0.53,5.1,9.7,0.53,0.0,0.0,,1.6,2.6,0.625,8.8,0.8,0.3,2.1,1.6,5.3,11.8,Mawdo Sallah
4,Career,Overall,,105,71,1612,4.9,9.4,0.528,4.9,9.4,0.528,0.0,0.0,,1.3,2.5,0.529,9.5,0.7,0.5,2.3,1.9,6.0,11.2,Mawdo Sallah
5,,Mount St. Mary's,,51,38,826,5.0,9.6,0.525,5.0,9.6,0.525,0.0,0.0,,1.1,2.3,0.45799999999999996,10.0,0.5,0.6,2.5,2.1,6.3,11.1,Mawdo Sallah
6,,Kansas State,,21,0,161,3.7,7.0,0.536,3.7,7.0,0.536,0.0,0.0,,1.7,3.5,0.5,9.9,1.0,0.5,1.7,2.2,6.5,9.2,Mawdo Sallah
7,,Radford,,33,33,625,5.1,9.7,0.53,5.1,9.7,0.53,0.0,0.0,,1.6,2.6,0.625,8.8,0.8,0.3,2.1,1.6,5.3,11.8,Mawdo Sallah
0,1994-95,Nebraska,Big 8,32,5,522,5.0,8.9,0.56,5.0,8.9,0.56,0.0,0.0,,4.3,6.9,0.622,11.4,0.9,1.7,1.4,2.1,6.1,14.3,Chris Sallee
1,1995-96,Nebraska,Big 8,14,6,161,5.0,9.4,0.526,5.0,9.4,0.526,0.0,0.0,,3.5,4.5,0.778,11.4,0.7,2.7,1.2,3.2,4.5,13.4,Chris Sallee
2,Career,Nebraska,,46,11,683,5.0,9.0,0.552,5.0,9.0,0.552,0.0,0.0,,4.1,6.3,0.648,11.4,0.9,1.9,1.3,2.3,5.7,14.1,Chris Sallee
0,2006-07,Akron,MAC,17,0,67,0.6,3.0,0.2,0.6,1.2,0.5,0.0,1.8,0.0,0.0,0.0,,4.2,9.6,4.8,0.0,9.0,3.0,1.2,Jeremy Sallee
1,2007-08,Akron,MAC,9,1,39,2.1,10.3,0.2,2.1,10.3,0.2,0.0,0.0,,2.1,4.1,0.5,3.1,1.0,1.0,0.0,3.1,6.2,6.2,Jeremy Sallee
2,Career,Akron,,26,1,106,1.1,5.7,0.2,1.1,4.5,0.25,0.0,1.1,0.0,0.8,1.5,0.5,3.8,6.4,3.4,0.0,6.8,4.2,3.0,Jeremy Sallee
0,2012-13,Sacramento State,Big Sky,26,2,200,4.4,7.2,0.611,4.4,7.2,0.611,0.0,0.0,,1.2,2.4,0.5,6.8,0.6,1.2,1.2,2.4,6.0,10.0,Jordan Salley
1,2013-14,Sacramento State,Big Sky,30,1,471,6.3,10.1,0.622,6.3,10.1,0.622,0.0,0.0,,3.7,5.7,0.657,9.3,0.4,1.0,0.4,2.1,8.1,16.3,Jordan Salley
2,Career,Sacramento State,,56,3,671,5.7,9.2,0.619,5.7,9.2,0.619,0.0,0.0,,3.0,4.7,0.633,8.5,0.5,1.1,0.7,2.2,7.5,14.4,Jordan Salley
