,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
1,2010-11,Brown,Ivy,27,7,410,4.8,10.2,0.467,2.8,4.4,0.644,2.0,5.9,0.33299999999999996,2.5,3.0,0.8390000000000001,3.9,2.6,1.5,0.3,2.3,4.0,14.0,Matt Sullivan
2,2011-12,Brown,Ivy,31,29,936,4.2,11.0,0.381,1.8,4.8,0.375,2.4,6.2,0.386,2.2,3.0,0.7290000000000001,3.8,2.2,1.1,0.1,1.4,2.5,12.9,Matt Sullivan
3,2012-13,Brown,Ivy,28,28,1027,4.9,12.0,0.41200000000000003,2.9,6.0,0.484,2.1,6.0,0.342,3.4,4.8,0.715,4.7,2.4,1.9,0.1,2.0,2.9,15.4,Matt Sullivan
4,Career,Brown,,117,93,3262,4.1,10.3,0.395,2.1,4.7,0.434,2.0,5.6,0.363,2.5,3.3,0.748,4.1,2.5,1.2,0.1,1.9,2.9,12.7,Matt Sullivan
0,2018-19,DePaul,Big East,5,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,11.4,22.9,0.5,17.1,0.0,5.7,0.0,0.0,5.7,11.4,Mick Sullivan
1,2019-20,DePaul,Big East,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Sullivan
2,Career,DePaul,,7,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.9,26.7,0.33299999999999996,17.8,0.0,4.4,0.0,0.0,4.4,8.9,Mick Sullivan
0,1996-97,Penn,Ivy,4,0.0,7.0,5.7,11.4,0.5,5.7,11.4,0.5,0.0,0.0,,0.0,11.4,0.0,34.3,0.0,0.0,0.0,5.7,5.7,11.4,Mike Sullivan
1,1997-98,Penn,Ivy,15,,,,,0.4,,,0.4,,,,,,0.41700000000000004,,,,,,,,Mike Sullivan
2,1998-99,Penn,Ivy,25,,,,,0.667,,,0.667,,,,,,0.706,,,,,,,,Mike Sullivan
3,Career,Penn,,44,0.0,7.0,165.7,285.7,0.58,165.7,285.7,0.58,0.0,0.0,,97.1,177.1,0.5479999999999999,308.6,120.0,80.0,5.7,5.7,5.7,428.6,Mike Sullivan
0,1990-91,UNC,ACC,34,1,167,2.4,5.5,0.435,2.2,4.3,0.5,0.2,1.2,0.2,3.1,4.8,0.65,5.3,4.3,1.4,0.2,2.4,4.3,8.1,Pat Sullivan
1,1991-92,UNC,ACC,32,11,582,4.3,9.1,0.474,3.8,7.1,0.544,0.5,2.1,0.233,2.6,3.2,0.809,6.3,3.1,1.3,0.3,3.7,3.5,11.8,Pat Sullivan
2,1992-93,UNC,ACC,38,8,633,5.6,10.7,0.518,5.0,8.8,0.564,0.6,1.9,0.3,3.8,4.8,0.789,5.8,3.2,1.6,0.1,2.2,2.7,15.5,Pat Sullivan
3,1994-95,UNC,ACC,13,1,119,3.0,5.7,0.529,2.7,4.0,0.667,0.3,1.7,0.2,3.0,4.0,0.75,6.1,2.0,0.7,0.3,2.7,3.0,9.4,Pat Sullivan
4,Career,UNC,,117,21,1501,4.5,9.1,0.496,4.1,7.3,0.557,0.5,1.9,0.257,3.2,4.1,0.774,5.9,3.2,1.4,0.2,2.9,3.2,12.7,Pat Sullivan
0,1995-96,UIC,MW Coll,5,0,13,0.0,6.2,0.0,0.0,0.0,,0.0,6.2,0.0,6.2,12.3,0.5,3.1,3.1,3.1,0.0,0.0,0.0,6.2,Pat Sullivan
1,Career,UIC,,5,0,13,0.0,6.2,0.0,0.0,0.0,,0.0,6.2,0.0,6.2,12.3,0.5,3.1,3.1,3.1,0.0,0.0,0.0,6.2,Pat Sullivan
0,2006-07,Southeastern Louisiana,Southland,30,1,440,5.3,9.2,0.574,5.3,9.2,0.574,0.0,0.0,,1.7,3.5,0.48700000000000004,12.1,1.3,1.5,4.6,2.1,6.3,12.3,Patrick Sullivan
1,2007-08,Southeastern Louisiana,Southland,30,29,783,6.2,10.5,0.5870000000000001,6.2,10.5,0.5870000000000001,0.0,0.0,,3.0,4.7,0.63,9.7,3.4,0.9,3.1,4.6,4.5,15.3,Patrick Sullivan
2,2008-09,Southeastern Louisiana,Southland,30,28,814,7.3,12.7,0.575,7.3,12.7,0.575,0.0,0.0,,3.1,4.7,0.667,10.3,2.1,0.8,3.1,3.4,4.5,17.8,Patrick Sullivan
3,2009-10,Southeastern Louisiana,Southland,31,31,928,8.4,15.6,0.534,8.3,15.4,0.539,0.0,0.2,0.2,4.2,6.0,0.698,11.6,2.8,1.3,4.4,3.6,4.0,20.9,Patrick Sullivan
4,Career,Southeastern Louisiana,,121,89,2965,7.0,12.5,0.562,7.0,12.5,0.564,0.0,0.1,0.2,3.2,4.9,0.65,10.8,2.5,1.1,3.7,3.6,4.6,17.3,Patrick Sullivan
0,2007-08,Brown,Ivy,29,18,749,4.1,7.9,0.524,2.0,3.5,0.5760000000000001,2.1,4.3,0.48100000000000004,3.3,4.0,0.813,4.2,1.2,0.7,0.1,2.1,2.7,13.6,Peter Sullivan
1,2008-09,Brown,Ivy,28,28,1006,5.4,13.3,0.40299999999999997,3.5,7.1,0.486,1.9,6.2,0.308,3.3,4.5,0.726,5.4,1.8,0.7,0.2,2.3,2.7,15.9,Peter Sullivan
2,2009-10,Brown,Ivy,31,31,940,4.8,11.2,0.43,3.2,6.7,0.478,1.6,4.5,0.358,4.9,6.4,0.768,5.9,1.9,0.7,0.1,2.5,2.0,16.2,Peter Sullivan
3,2010-11,Brown,Ivy,23,20,678,5.1,12.9,0.39899999999999997,4.1,8.7,0.473,1.0,4.1,0.243,8.0,9.7,0.8240000000000001,7.6,2.8,1.0,0.1,2.7,2.7,19.3,Peter Sullivan
4,Career,Brown,,111,97,3373,4.9,11.4,0.428,3.2,6.5,0.491,1.7,4.9,0.344,4.7,6.0,0.784,5.7,1.9,0.8,0.1,2.4,2.5,16.1,Peter Sullivan
0,2020-21,Marist,MAAC,21,12,600,5.3,13.1,0.40299999999999997,4.1,8.5,0.48,1.2,4.6,0.261,2.1,2.9,0.727,3.4,4.2,1.3,0.1,3.3,1.9,13.9,Raheim Sullivan
1,Career,Marist,,21,12,600,5.3,13.1,0.40299999999999997,4.1,8.5,0.48,1.2,4.6,0.261,2.1,2.9,0.727,3.4,4.2,1.3,0.1,3.3,1.9,13.9,Raheim Sullivan
0,2002-03,Arkansas,SEC,28,10,374,3.0,7.5,0.4,3.0,7.5,0.4,0.0,0.0,,1.3,3.6,0.353,9.5,1.2,1.4,1.5,3.5,5.5,7.3,Rashard Sullivan
1,2003-04,Arkansas,SEC,26,10,354,1.5,3.7,0.39399999999999996,1.5,3.7,0.39399999999999996,0.0,0.0,,0.5,1.9,0.235,8.7,2.1,1.8,3.2,2.0,7.2,3.4,Rashard Sullivan
2,2004-05,Arkansas,SEC,30,5,423,2.4,4.3,0.5429999999999999,2.4,4.3,0.5429999999999999,0.0,0.0,,1.8,2.3,0.792,9.0,1.8,1.9,2.4,4.0,5.6,6.5,Rashard Sullivan
3,Career,Arkansas,,84,25,1151,2.3,5.2,0.44299999999999995,2.3,5.2,0.44299999999999995,0.0,0.0,,1.2,2.6,0.467,9.1,1.7,1.7,2.3,3.2,6.0,5.8,Rashard Sullivan
0,2003-04,St. Joseph's,A-10,8,0,14,2.9,5.7,0.5,2.9,2.9,1.0,0.0,2.9,0.0,2.9,5.7,0.5,2.9,2.9,8.6,0.0,8.6,2.9,8.6,Rob Sullivan
1,2004-05,St. Joseph's,A-10,8,0,27,1.5,4.4,0.33299999999999996,1.5,3.0,0.5,0.0,1.5,0.0,0.0,0.0,,4.4,1.5,3.0,0.0,3.0,4.4,3.0,Rob Sullivan
2,2005-06,St. Joseph's,A-10,7,0,20,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,4.0,0.0,14.0,4.0,2.0,0.0,4.0,4.0,0.0,Rob Sullivan
3,Career,St. Joseph's,,23,0,61,1.3,3.9,0.33299999999999996,1.3,2.0,0.667,0.0,2.0,0.0,0.7,2.6,0.25,7.2,2.6,3.9,0.0,4.6,3.9,3.3,Rob Sullivan
0,2000-01,George Mason,CAA,23,0,155,4.6,10.8,0.429,2.3,5.2,0.45,2.3,5.7,0.409,1.5,2.6,0.6,2.6,3.6,2.6,0.0,3.6,5.7,13.2,Rob Sullivan
1,Career,George Mason,,23,0,155,4.6,10.8,0.429,2.3,5.2,0.45,2.3,5.7,0.409,1.5,2.6,0.6,2.6,3.6,2.6,0.0,3.6,5.7,13.2,Rob Sullivan
0,1995-96,UNC,ACC,11,0,17,9.4,9.4,1.0,2.4,2.4,1.0,7.1,7.1,1.0,0.0,0.0,,9.4,4.7,2.4,0.0,4.7,0.0,25.9,Ryan Sullivan
1,1996-97,UNC,ACC,16,0,45,3.6,12.4,0.28600000000000003,1.8,8.9,0.2,1.8,3.6,0.5,2.7,5.3,0.5,4.4,3.6,0.9,0.0,3.6,5.3,11.6,Ryan Sullivan
2,Career,UNC,,27,0,62,5.2,11.6,0.444,1.9,7.1,0.273,3.2,4.5,0.7140000000000001,1.9,3.9,0.5,5.8,3.9,1.3,0.0,3.9,3.9,15.5,Ryan Sullivan
0,1992-93,DePaul,GMWC,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Sullivan
1,1994-95,Fordham,Patriot,2,0,3,13.3,13.3,1.0,13.3,13.3,1.0,0.0,0.0,,0.0,13.3,0.0,13.3,0.0,0.0,0.0,0.0,26.7,26.7,Ryan Sullivan
2,Career,Overall,,3,0,4,10.0,10.0,1.0,10.0,10.0,1.0,0.0,0.0,,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,20.0,Ryan Sullivan
3,,DePaul,,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Sullivan
4,,Fordham,,2,0,3,13.3,13.3,1.0,13.3,13.3,1.0,0.0,0.0,,0.0,13.3,0.0,13.3,0.0,0.0,0.0,0.0,26.7,26.7,Ryan Sullivan
0,1995-96,Evansville,MVC,27,12,617,4.0,9.1,0.436,1.2,3.1,0.396,2.7,6.0,0.457,2.7,3.4,0.7879999999999999,2.7,3.7,0.9,0.1,2.4,3.8,13.3,Stuart Sullivan
1,1996-97,Evansville,MVC,30,30,975,3.5,8.9,0.39,1.0,2.6,0.381,2.5,6.4,0.39399999999999996,2.4,3.0,0.8059999999999999,2.5,4.5,1.1,0.2,2.6,2.2,11.9,Stuart Sullivan
2,Career,Evansville,,57,42,1592,3.7,9.0,0.408,1.1,2.8,0.387,2.6,6.2,0.41700000000000004,2.5,3.1,0.7979999999999999,2.6,4.2,1.1,0.2,2.5,2.8,12.4,Stuart Sullivan
0,1999-00,Colgate,Patriot,28,28,,,,0.348,,,0.38,,,0.31,,,0.7040000000000001,,,,,,,,Tim Sullivan
1,2000-01,Colgate,Patriot,28,28,,,,0.495,,,0.5479999999999999,,,0.439,,,0.831,,,,,,,,Tim Sullivan
2,2001-02,Colgate,Patriot,26,17,654.0,4.6,10.2,0.455,2.8,4.8,0.5820000000000001,1.8,5.4,0.341,2.8,3.6,0.763,4.8,3.3,0.4,0.1,1.3,2.7,13.9,Tim Sullivan
3,2002-03,Colgate,Patriot,27,15,530.0,4.8,11.5,0.42100000000000004,2.6,5.0,0.53,2.2,6.5,0.337,1.7,2.6,0.6759999999999999,4.7,2.5,0.8,0.1,2.9,4.2,13.6,Tim Sullivan
4,Career,Colgate,,109,88,1184.0,9.2,20.7,0.444,5.3,10.1,0.525,3.9,10.6,0.366,4.9,6.5,0.764,9.2,5.0,1.8,0.2,3.4,5.4,27.2,Tim Sullivan
0,2003-04,Rhode Island,A-10,6,0,35,2.3,9.1,0.25,1.1,2.3,0.5,1.1,6.9,0.16699999999999998,3.4,5.7,0.6,0.0,1.1,1.1,0.0,8.0,2.3,9.1,Tyrese Sullivan
1,2004-05,Rhode Island,A-10,25,13,553,3.2,11.2,0.284,0.9,3.8,0.231,2.3,7.5,0.311,0.6,0.9,0.667,3.0,3.4,1.5,0.0,2.5,3.0,9.3,Tyrese Sullivan
2,2005-06,Rhode Island,A-10,25,5,218,1.7,8.4,0.196,0.9,3.3,0.278,0.7,5.1,0.14300000000000002,1.5,1.7,0.889,5.5,3.5,1.5,0.0,2.6,3.7,5.5,Tyrese Sullivan
3,Career,Rhode Island,,56,18,806,2.7,10.4,0.263,0.9,3.6,0.25,1.8,6.8,0.27,0.9,1.3,0.731,3.5,3.3,1.5,0.0,2.8,3.2,8.2,Tyrese Sullivan
0,1998-99,Jacksonville State,TAAC,12,,,,,0.158,,,0.2,,,0.0,,,0.857,,,,,,,,Wes Sullivan
1,Career,Jacksonville State,,12,,,,,0.158,,,0.2,,,0.0,,,0.857,,,,,,,,Wes Sullivan
0,2011-12,Miami (OH),MAC,30,10,411,1.9,6.8,0.28600000000000003,1.0,2.5,0.385,1.0,4.3,0.22699999999999998,1.2,1.5,0.8,2.1,0.9,1.2,0.1,2.2,3.8,6.0,Will Sullivan
1,2012-13,Miami (OH),MAC,31,17,549,2.8,7.0,0.406,1.7,3.8,0.442,1.2,3.2,0.364,1.2,2.2,0.5329999999999999,5.0,1.8,2.0,0.0,2.0,3.7,8.0,Will Sullivan
2,2013-14,Miami (OH),MAC,31,25,956,4.1,8.2,0.495,2.3,3.9,0.591,1.8,4.3,0.408,1.8,2.2,0.8270000000000001,3.6,2.1,1.6,0.1,1.2,2.2,11.7,Will Sullivan
3,2014-15,Miami (OH),MAC,32,31,1034,4.2,8.7,0.484,1.6,2.8,0.569,2.6,5.9,0.444,2.2,2.7,0.812,6.0,1.8,1.1,0.0,1.7,2.0,13.2,Will Sullivan
4,Career,Miami (OH),,124,83,2950,3.6,8.0,0.451,1.7,3.3,0.531,1.8,4.7,0.395,1.7,2.3,0.765,4.5,1.8,1.5,0.1,1.7,2.6,10.8,Will Sullivan
0,2010-11,Youngstown State,Horizon,30,26,819,6.0,12.4,0.48200000000000004,3.9,6.7,0.5720000000000001,2.1,5.6,0.374,5.1,7.3,0.705,7.7,3.0,1.4,0.6,2.9,4.9,19.1,Vytas Sulskis
1,Career,Youngstown State,,30,26,819,6.0,12.4,0.48200000000000004,3.9,6.7,0.5720000000000001,2.1,5.6,0.374,5.1,7.3,0.705,7.7,3.0,1.4,0.6,2.9,4.9,19.1,Vytas Sulskis
0,2009-10,Middle Tennessee,Sun Belt,33,12,519,4.7,9.5,0.496,4.7,9.2,0.513,0.0,0.3,0.0,2.9,4.3,0.6609999999999999,9.9,0.2,1.2,0.5,3.0,6.6,12.3,J.T. Sulton
1,2010-11,Middle Tennessee,Sun Belt,32,28,762,5.8,12.3,0.474,5.4,11.4,0.475,0.4,0.9,0.47100000000000003,3.6,5.0,0.726,8.5,0.8,1.5,0.9,3.3,4.8,15.7,J.T. Sulton
2,2011-12,Middle Tennessee,Sun Belt,34,33,850,6.1,11.4,0.5329999999999999,6.1,11.1,0.5489999999999999,0.0,0.3,0.0,4.3,5.8,0.742,8.4,1.1,1.2,1.0,2.9,3.9,16.5,J.T. Sulton
3,2012-13,Middle Tennessee,Sun Belt,34,22,677,4.4,9.4,0.465,4.4,9.3,0.47100000000000003,0.0,0.1,0.0,3.7,5.2,0.716,7.9,0.8,1.1,1.2,2.4,5.0,12.5,J.T. Sulton
4,Career,Middle Tennessee,,133,95,2808,5.3,10.8,0.495,5.2,10.4,0.504,0.1,0.4,0.267,3.7,5.2,0.7190000000000001,8.6,0.8,1.3,0.9,2.9,4.9,14.5,J.T. Sulton
0,2013-14,Quinnipiac,MAAC,29,3,264,2.6,6.5,0.395,2.6,6.5,0.395,0.0,0.0,,1.2,2.0,0.615,5.6,0.6,0.2,1.7,2.4,9.8,6.4,AJ Sumbry
1,2016-17,Wagner,NEC,30,9,445,4.3,8.4,0.516,4.3,8.4,0.516,0.0,0.0,,2.8,4.7,0.596,10.9,0.7,0.4,3.4,3.3,7.6,11.4,AJ Sumbry
2,2017-18,Wagner,NEC,33,32,639,4.5,9.8,0.45899999999999996,4.5,9.8,0.45899999999999996,0.0,0.0,,4.1,7.4,0.555,13.4,0.9,0.8,3.6,3.0,7.0,13.1,AJ Sumbry
3,2018-19,Wagner,NEC,29,27,667,5.2,11.5,0.455,5.2,11.3,0.46299999999999997,0.0,0.2,0.0,3.6,6.3,0.5710000000000001,10.7,0.4,0.4,2.4,2.5,5.9,14.0,AJ Sumbry
4,Career,Overall,,121,71,2015,4.4,9.6,0.46299999999999997,4.4,9.5,0.466,0.0,0.1,0.0,3.3,5.7,0.5710000000000001,10.9,0.7,0.5,2.9,2.8,7.1,12.2,AJ Sumbry
5,,Quinnipiac,,29,3,264,2.6,6.5,0.395,2.6,6.5,0.395,0.0,0.0,,1.2,2.0,0.615,5.6,0.6,0.2,1.7,2.4,9.8,6.4,AJ Sumbry
6,,Wagner,,92,68,1751,4.7,10.1,0.469,4.7,10.0,0.473,0.0,0.1,0.0,3.6,6.3,0.569,11.7,0.7,0.5,3.1,2.9,6.7,13.0,AJ Sumbry
0,2010-11,Western Carolina,Southern,33,23,1034,4.7,10.1,0.46399999999999997,2.7,5.5,0.486,2.0,4.6,0.43700000000000006,3.3,4.1,0.794,5.1,3.8,1.4,0.0,3.0,2.7,14.7,Trey Sumler
1,2011-12,Western Carolina,Southern,35,34,1269,4.7,11.3,0.42,3.2,7.2,0.439,1.5,4.0,0.386,3.9,4.7,0.831,5.4,4.6,1.5,0.1,3.6,2.4,14.9,Trey Sumler
2,2012-13,Western Carolina,Southern,32,30,1207,6.5,14.9,0.43799999999999994,4.7,10.0,0.475,1.8,4.9,0.36200000000000004,4.6,5.6,0.833,4.8,3.8,2.0,0.1,3.8,2.3,19.5,Trey Sumler
3,2013-14,Western Carolina,Southern,32,32,1138,6.2,14.8,0.419,4.0,8.9,0.455,2.2,5.9,0.36700000000000005,5.0,6.2,0.8009999999999999,4.5,4.9,1.3,0.0,2.5,2.6,19.6,Trey Sumler
4,Career,Western Carolina,,132,119,4648,5.6,12.8,0.433,3.7,8.0,0.462,1.9,4.9,0.385,4.2,5.2,0.816,4.9,4.3,1.6,0.0,3.3,2.5,17.2,Trey Sumler
0,1998-99,San Francisco,WCC,15,,,,,0.27,,,0.353,,,0.172,,,0.467,,,,,,,,Glen Summerall
1,1999-00,San Francisco,WCC,16,16.0,,,,0.125,,,0.16699999999999998,,,0.0,,,0.556,,,,,,,,Glen Summerall
2,Career,San Francisco,,31,16.0,,,,0.254,,,0.325,,,0.161,,,0.5,,,,,,,,Glen Summerall
0,2007-08,Air Force,MWC,4,0,6,6.7,13.3,0.5,0.0,6.7,0.0,6.7,6.7,1.0,0.0,0.0,,6.7,0.0,0.0,0.0,13.3,0.0,20.0,Mark Summerfield
1,Career,Air Force,,4,0,6,6.7,13.3,0.5,0.0,6.7,0.0,6.7,6.7,1.0,0.0,0.0,,6.7,0.0,0.0,0.0,13.3,0.0,20.0,Mark Summerfield
0,1996-97,Air Force,WAC,26,11,419,3.8,9.5,0.4,2.8,5.6,0.49200000000000005,1.1,3.9,0.268,1.2,2.0,0.619,7.3,2.6,1.0,0.7,3.0,5.4,9.9,Bryan Summers
1,1997-98,Air Force,WAC,22,0,161,4.7,10.2,0.46299999999999997,1.7,2.7,0.636,3.0,7.5,0.4,1.0,2.5,0.4,4.2,1.5,1.0,0.7,2.7,3.7,13.4,Bryan Summers
2,2000-01,Air Force,MWC,4,0,33,2.4,7.3,0.33299999999999996,1.2,2.4,0.5,1.2,4.8,0.25,2.4,2.4,1.0,4.8,1.2,1.2,0.0,2.4,7.3,8.5,Bryan Summers
3,Career,Air Force,,52,11,613,4.0,9.6,0.415,2.4,4.7,0.514,1.6,4.9,0.32,1.2,2.2,0.5760000000000001,6.3,2.2,1.0,0.7,2.9,5.1,10.8,Bryan Summers
0,2008-09,Liberty,Big South,7,0,28,7.1,11.4,0.625,5.7,8.6,0.667,1.4,2.9,0.5,1.4,2.9,0.5,7.1,1.4,1.4,0.0,4.3,4.3,17.1,Chris Summers
1,Career,Liberty,,7,0,28,7.1,11.4,0.625,5.7,8.6,0.667,1.4,2.9,0.5,1.4,2.9,0.5,7.1,1.4,1.4,0.0,4.3,4.3,17.1,Chris Summers
0,2006-07,Georgetown,Big East,37,34,975,4.4,10.7,0.41200000000000003,2.7,5.5,0.489,1.7,5.2,0.331,3.3,4.3,0.764,5.7,1.6,1.2,1.0,3.2,3.2,13.9,DaJuan Summers
1,2007-08,Georgetown,Big East,33,33,899,5.5,12.8,0.429,3.2,6.1,0.522,2.3,6.6,0.342,3.1,4.4,0.7070000000000001,7.9,2.2,1.5,0.8,3.0,3.6,16.3,DaJuan Summers
2,2008-09,Georgetown,Big East,31,31,910,6.0,12.7,0.474,3.7,6.8,0.552,2.3,5.9,0.385,4.3,6.0,0.713,5.6,1.7,1.5,0.9,3.6,3.6,18.6,DaJuan Summers
3,Career,Georgetown,,101,98,2784,5.3,12.0,0.439,3.2,6.1,0.522,2.1,5.9,0.353,3.6,4.9,0.727,6.4,1.9,1.4,0.9,3.2,3.4,16.2,DaJuan Summers
0,2005-06,Evansville,MVC,1,0,,,,,,,,,,,,,,,,,,,,,Derek Summers
1,Career,Evansville,,1,0,,,,,,,,,,,,,,,,,,,,,Derek Summers
0,2007-08,Michigan State,Big Ten,36,0,391,6.3,12.6,0.504,5.2,10.3,0.505,1.1,2.3,0.5,4.2,5.6,0.745,8.7,2.0,0.5,0.7,3.3,3.4,18.0,Durrell Summers
1,2008-09,Michigan State,Big Ten,38,13,812,5.7,13.2,0.434,3.5,7.4,0.473,2.2,5.8,0.385,2.4,3.3,0.721,6.4,1.5,1.2,0.6,2.7,2.9,16.1,Durrell Summers
2,2009-10,Michigan State,Big Ten,37,24,971,6.4,14.1,0.455,4.7,9.2,0.507,1.8,4.9,0.358,2.6,3.2,0.795,7.2,1.3,1.0,0.1,2.7,3.3,17.2,Durrell Summers
3,2010-11,Michigan State,Big Ten,34,28,997,5.6,14.5,0.38799999999999996,3.1,7.5,0.41700000000000004,2.5,7.0,0.35600000000000004,2.1,3.1,0.688,5.8,0.9,0.8,0.3,2.0,2.9,15.8,Durrell Summers
4,Career,Michigan State,,145,65,3171,6.0,13.8,0.433,3.9,8.3,0.474,2.0,5.5,0.37200000000000005,2.6,3.5,0.737,6.7,1.3,0.9,0.4,2.5,3.1,16.6,Durrell Summers
0,1991-92,Little Rock,Sun Belt,30,12,633,4.7,12.2,0.389,2.6,6.0,0.43200000000000005,2.1,6.2,0.34700000000000003,0.7,1.3,0.55,3.7,5.3,1.3,0.0,4.2,2.8,12.3,Fred Summers
1,1992-93,Little Rock,Sun Belt,25,6,403,5.8,15.5,0.37200000000000005,3.5,7.7,0.449,2.3,7.7,0.295,1.3,2.1,0.619,4.0,3.7,2.3,0.0,4.8,4.1,15.1,Fred Summers
2,Career,Little Rock,,55,18,1036,5.1,13.5,0.381,2.9,6.7,0.439,2.2,6.8,0.324,0.9,1.6,0.585,3.8,4.7,1.7,0.0,4.4,3.3,13.4,Fred Summers
0,1993-94,South Florida,Metro,27,22.0,667.0,3.6,8.5,0.423,3.5,8.3,0.424,0.1,0.2,0.33299999999999996,2.5,3.8,0.6409999999999999,5.4,2.9,0.6,0.0,2.3,2.8,9.7,Greg Summers
1,1994-95,South Florida,Metro,30,,,,,0.318,,,0.33299999999999996,,,0.26899999999999996,,,0.43200000000000005,,,,,,,,Greg Summers
2,Career,South Florida,,57,22.0,667.0,5.6,14.9,0.37799999999999995,5.2,13.2,0.391,0.5,1.7,0.276,3.4,6.1,0.564,9.4,5.4,1.7,0.1,2.3,2.8,15.2,Greg Summers
0,2018-19,Navy,Patriot,26,0,378,3.2,9.8,0.32299999999999995,3.2,8.7,0.366,0.0,1.2,0.0,3.6,4.8,0.7559999999999999,9.3,1.7,0.8,0.4,2.6,3.4,9.9,Greg Summers
1,2019-20,Navy,Patriot,30,30,970,3.7,8.6,0.428,3.5,7.5,0.462,0.2,1.1,0.192,4.4,6.6,0.6729999999999999,8.4,2.9,1.1,0.7,2.1,2.5,12.0,Greg Summers
2,2020-21,Navy,Patriot,18,18,474,5.5,10.5,0.52,5.4,9.4,0.5770000000000001,0.1,1.2,0.071,4.5,6.5,0.688,9.4,3.2,1.9,0.7,2.4,3.0,15.5,Greg Summers
3,Career,Navy,,74,48,1822,4.0,9.4,0.43200000000000005,3.9,8.2,0.475,0.1,1.1,0.11800000000000001,4.3,6.2,0.69,8.8,2.7,1.2,0.6,2.3,2.8,12.5,Greg Summers
0,2000-01,Western Illinois,Mid-Cont,27,18,,,,0.408,,,0.40299999999999997,,,0.425,,,0.725,,,,,,,,J.D. Summers
1,2001-02,Western Illinois,Mid-Cont,28,23,627.0,4.2,11.8,0.35700000000000004,2.8,7.5,0.373,1.4,4.3,0.32799999999999996,2.4,3.1,0.755,7.1,3.1,1.3,0.1,2.0,4.0,12.2,J.D. Summers
2,2002-03,Western Illinois,Mid-Cont,28,28,829.0,5.6,13.1,0.426,2.9,6.5,0.452,2.7,6.6,0.401,3.2,4.0,0.805,6.3,3.3,1.1,0.2,3.1,4.5,17.0,J.D. Summers
3,2003-04,Western Illinois,Mid-Cont,20,14,504.0,6.7,16.0,0.423,4.6,9.8,0.46799999999999997,2.1,6.1,0.35100000000000003,4.5,6.0,0.76,7.5,1.3,1.4,0.1,4.0,4.7,20.2,J.D. Summers
4,Career,Western Illinois,,103,83,1960.0,6.9,16.9,0.406,4.4,10.3,0.425,2.5,6.6,0.377,3.9,5.0,0.768,8.8,3.4,1.4,0.1,3.7,5.4,20.0,J.D. Summers
0,2011-12,Ole Miss,SEC,34,30,991,4.3,11.1,0.389,2.9,8.0,0.371,1.4,3.1,0.436,4.3,6.4,0.667,3.3,4.7,1.0,0.1,3.6,3.7,14.3,Jarvis Summers
1,2012-13,Ole Miss,SEC,34,30,918,4.4,10.9,0.40399999999999997,3.7,8.8,0.419,0.7,2.0,0.34,4.0,5.7,0.7,2.7,5.6,1.5,0.3,2.6,3.8,13.5,Jarvis Summers
2,2013-14,Ole Miss,SEC,33,33,1011,7.5,15.5,0.486,5.7,11.1,0.511,1.9,4.4,0.423,5.7,7.4,0.765,3.1,5.0,1.2,0.4,3.0,3.7,22.6,Jarvis Summers
3,2014-15,Ole Miss,SEC,33,33,965,5.1,15.3,0.331,3.9,10.4,0.371,1.2,4.9,0.24600000000000002,5.1,6.8,0.75,2.5,6.6,1.2,0.2,2.8,2.8,16.4,Jarvis Summers
4,Career,Ole Miss,,134,126,3885,5.4,13.2,0.405,4.1,9.6,0.423,1.3,3.6,0.35600000000000004,4.8,6.6,0.723,2.9,5.5,1.2,0.2,3.0,3.5,16.8,Jarvis Summers
0,2006-07,Tennessee State,OVC,17,0,103,1.9,14.0,0.139,0.8,5.0,0.154,1.2,8.9,0.13,2.7,5.4,0.5,8.5,0.4,0.8,0.0,1.9,3.1,7.8,John Summers
1,Career,Tennessee State,,17,0,103,1.9,14.0,0.139,0.8,5.0,0.154,1.2,8.9,0.13,2.7,5.4,0.5,8.5,0.4,0.8,0.0,1.9,3.1,7.8,John Summers
0,1995-96,Stephen F. Austin,Southland,4,,,,,0.0,,,0.0,,,,,,,,,,,,,,Johnny Summers
1,Career,Stephen F. Austin,,4,,,,,0.0,,,0.0,,,,,,,,,,,,,,Johnny Summers
0,2001-02,Davidson,Southern,5,0,14,2.9,14.3,0.2,0.0,5.7,0.0,2.9,8.6,0.33299999999999996,5.7,11.4,0.5,0.0,14.3,0.0,0.0,0.0,2.9,14.3,Puff Summers
