2P,2P%,2PA,3P,3P%,3PA,AST,BLK,Conf,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,PF,PTS,STL,School,Season,TOV,TRB,player
5.1,0.513,10.0,0.0,0.0,0.0,0.7,1.8,,5.1,0.51,10.1,4.6,0.498,9.2,49,18.0,948.0,4.4,14.9,1.3,Central Connecticut,Career,3.3,12.9,Sedric Veazey
3.8,0.429,8.8,0.6,0.33299999999999996,1.9,3.1,1.3,WAC,4.4,0.41200000000000003,10.6,3.1,0.41700000000000004,7.5,6,0.0,64.0,3.1,12.5,0.6,Hawaii,2001-02,3.1,6.9,Luc-Arthur Vebobe
3.8,0.429,8.8,0.6,0.33299999999999996,1.9,3.1,1.3,,4.4,0.41200000000000003,10.6,3.1,0.41700000000000004,7.5,6,0.0,64.0,3.1,12.5,0.6,Hawaii,Career,3.1,6.9,Luc-Arthur Vebobe
3.6,0.33299999999999996,10.9,0.0,,0.0,0.0,0.0,A-10,3.6,0.33299999999999996,10.9,7.3,1.0,7.3,5,0.0,11.0,7.3,14.5,0.0,Rhode Island,2010-11,3.6,3.6,Blake Vedder
1.7,0.25,6.8,0.9,0.5,1.7,0.0,1.7,A-10,2.6,0.3,8.5,0.9,0.5,1.7,11,0.0,47.0,4.3,6.8,0.9,Rhode Island,2011-12,0.0,7.7,Blake Vedder
6.2,1.0,6.2,3.1,0.25,12.3,0.0,0.0,MAC,9.2,0.5,18.5,0.0,,0.0,13,1.0,13.0,6.2,21.5,0.0,Kent State,2014-15,6.2,3.1,Blake Vedder
2.8,0.385,7.3,1.1,0.33299999999999996,3.4,0.0,1.1,,3.9,0.368,10.7,1.7,0.75,2.3,29,1.0,71.0,5.1,10.7,0.6,Overall,Career,1.7,6.2,Blake Vedder
2.1,0.273,7.6,0.7,0.5,1.4,0.0,1.4,,2.8,0.308,9.0,2.1,0.75,2.8,16,0.0,58.0,4.8,8.3,0.7,Rhode Island,,0.7,6.9,Blake Vedder
6.2,1.0,6.2,3.1,0.25,12.3,0.0,0.0,,9.2,0.5,18.5,0.0,,0.0,13,1.0,13.0,6.2,21.5,0.0,Kent State,,6.2,3.1,Blake Vedder
1.9,0.5,3.8,5.7,0.273,21.0,1.9,0.0,MWC,7.6,0.308,24.8,0.0,,0.0,5,0.0,21.0,0.0,21.0,0.0,Utah State,2020-21,5.7,5.7,Zahar Vedischev
1.9,0.5,3.8,5.7,0.273,21.0,1.9,0.0,,7.6,0.308,24.8,0.0,,0.0,5,0.0,21.0,0.0,21.0,0.0,Utah State,Career,5.7,5.7,Zahar Vedischev
0.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,Big Ten,0.0,0.0,26.7,0.0,,0.0,1,0.0,3.0,13.3,0.0,0.0,Nebraska,2019-20,0.0,0.0,Noah Vedral
0.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,,0.0,0.0,26.7,0.0,,0.0,1,0.0,3.0,13.3,0.0,0.0,Nebraska,Career,0.0,0.0,Noah Vedral
4.4,0.5,8.9,0.0,,0.0,4.4,4.4,Big Sky,4.4,0.5,8.9,0.0,,0.0,3,0.0,9.0,8.9,8.9,0.0,Eastern Washington,2019-20,8.9,8.9,Jordan Veening
0.0,,0.0,0.0,,0.0,3.3,0.0,Big Sky,0.0,,0.0,3.3,0.25,13.3,5,0.0,12.0,3.3,3.3,3.3,Eastern Washington,2020-21,0.0,10.0,Jordan Veening
1.9,0.5,3.8,0.0,,0.0,3.8,1.9,,1.9,0.5,3.8,1.9,0.25,7.6,8,0.0,21.0,5.7,5.7,1.9,Eastern Washington,Career,3.8,9.5,Jordan Veening
3.7,0.41700000000000004,8.9,1.2,0.23800000000000002,5.2,3.5,0.2,A-Sun,5.0,0.35100000000000003,14.2,4.5,0.7829999999999999,5.7,12,0.0,161.0,4.5,15.7,2.7,Florida Gulf Coast,2008-09,6.5,4.2,Ben Vega
3.7,0.41700000000000004,8.9,1.2,0.23800000000000002,5.2,3.5,0.2,,5.0,0.35100000000000003,14.2,4.5,0.7829999999999999,5.7,12,0.0,161.0,4.5,15.7,2.7,Florida Gulf Coast,Career,6.5,4.2,Ben Vega
3.7,0.469,7.8,0.1,0.33299999999999996,0.3,5.9,0.1,Big South,3.8,0.46399999999999997,8.1,3.3,0.773,4.2,32,1.0,416.0,3.6,10.9,1.1,Winthrop,2013-14,3.6,4.6,Brandon Vega
3.7,0.469,7.8,0.1,0.33299999999999996,0.3,5.9,0.1,,3.8,0.46399999999999997,8.1,3.3,0.773,4.2,32,1.0,416.0,3.6,10.9,1.1,Winthrop,Career,3.6,4.6,Brandon Vega
0.0,,0.0,0.0,,0.0,0.0,0.0,A-10,0.0,,0.0,0.0,,0.0,2,0.0,2.0,0.0,0.0,0.0,St. Joseph's,2015-16,40.0,20.0,Christian Vega
0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,A-10,0.0,0.0,20.0,0.0,,0.0,3,0.0,4.0,10.0,0.0,0.0,St. Joseph's,2016-17,0.0,10.0,Christian Vega
0.0,0.0,24.0,0.0,,0.0,8.0,0.0,A-10,0.0,0.0,24.0,0.0,,0.0,4,0.0,5.0,0.0,0.0,0.0,St. Joseph's,2017-18,0.0,0.0,Christian Vega
0.0,0.0,14.5,0.0,0.0,3.6,3.6,0.0,,0.0,0.0,18.2,0.0,,0.0,9,0.0,11.0,3.6,0.0,0.0,St. Joseph's,Career,7.3,7.3,Christian Vega
1.2,0.308,4.0,4.4,0.547,8.1,1.7,0.6,Patriot,5.7,0.46799999999999997,12.1,1.7,0.846,2.0,30,0.0,261.0,2.6,17.5,1.7,Bucknell,2005-06,2.3,2.8,Jason Vegotsky
0.7,0.39399999999999996,1.8,3.0,0.384,7.8,1.7,0.1,Patriot,3.7,0.385,9.5,1.9,0.795,2.3,31,24.0,751.0,2.2,12.2,0.9,Bucknell,2006-07,1.7,3.9,Jason Vegotsky
0.4,0.3,1.3,2.9,0.314,9.4,2.5,0.0,Patriot,3.3,0.313,10.7,1.6,0.9229999999999999,1.7,22,4.0,299.0,4.3,11.2,1.1,Bucknell,2007-08,2.4,4.3,Jason Vegotsky
0.8,0.33299999999999996,2.4,2.1,0.255,8.1,1.9,0.2,Patriot,2.9,0.273,10.5,2.7,0.81,3.3,23,0.0,251.0,2.9,10.5,0.6,Bucknell,2008-09,2.1,5.3,Jason Vegotsky
0.7,0.345,2.2,3.1,0.375,8.2,1.9,0.2,,3.8,0.369,10.3,1.9,0.8240000000000001,2.3,106,28.0,1562.0,2.8,12.6,1.0,Bucknell,Career,2.0,4.0,Jason Vegotsky
0.9,0.217,4.1,1.1,0.33299999999999996,3.2,4.3,0.4,CUSA,2.0,0.268,7.3,0.9,0.313,2.8,30,1.0,225.0,3.2,5.9,1.1,Florida International,2017-18,1.8,5.3,Cordell Veira
2.4,0.625,3.8,0.5,0.154,3.1,2.6,0.9,CUSA,2.8,0.414,6.8,1.4,0.462,3.1,22,0.0,170.0,3.1,7.5,0.9,Florida International,2018-19,1.4,5.2,Cordell Veira
1.5,0.385,3.9,0.8,0.258,3.1,3.5,0.6,,2.3,0.32899999999999996,7.1,1.1,0.379,2.9,52,1.0,395.0,3.1,6.6,1.0,Florida International,Career,1.6,5.3,Cordell Veira
1.6,0.33299999999999996,4.8,0.0,0.0,12.8,0.0,0.0,Horizon,1.6,0.091,17.6,1.6,0.5,3.2,13,0.0,25.0,6.4,4.8,0.0,Cleveland State,2012-13,4.8,12.8,Raphael Veira
2.5,1.0,2.5,0.0,0.0,5.0,0.0,0.0,Horizon,2.5,0.33299999999999996,7.5,2.5,0.5,5.0,11,0.0,16.0,5.0,7.5,0.0,Cleveland State,2013-14,7.5,2.5,Raphael Veira
2.0,0.5,3.9,0.0,0.0,9.8,0.0,0.0,,2.0,0.14300000000000002,13.7,2.0,0.5,3.9,24,0.0,41.0,5.9,5.9,0.0,Cleveland State,Career,5.9,8.8,Raphael Veira
1.4,0.25,5.7,0.0,,0.0,0.0,0.0,WAC,1.4,0.25,5.7,4.3,0.75,5.7,10,0.0,28.0,7.1,7.1,0.0,Hawaii,2006-07,7.1,7.1,Alex Veit
2.3,0.33299999999999996,6.8,0.6,0.5,1.1,2.3,0.6,WAC,2.8,0.35700000000000004,7.9,1.1,0.667,1.7,17,0.0,71.0,4.5,7.3,0.0,Hawaii,2007-08,1.7,8.5,Alex Veit
2.0,0.313,6.5,0.4,0.5,0.8,1.6,0.4,,2.4,0.33299999999999996,7.3,2.0,0.7140000000000001,2.8,27,0.0,99.0,5.3,7.3,0.0,Hawaii,Career,3.2,8.1,Alex Veit
4.1,0.54,7.5,1.1,0.35700000000000004,3.2,1.3,2.2,A-Sun,5.2,0.486,10.7,3.4,0.726,4.7,31,2.0,531.0,6.4,14.9,1.0,Campbell,2006-07,3.1,7.5,Kyle Vejraska
6.3,0.546,11.5,1.2,0.365,3.2,1.8,1.4,A-Sun,7.4,0.506,14.7,2.6,0.778,3.3,30,25.0,645.0,5.8,18.7,0.9,Campbell,2007-08,3.0,6.6,Kyle Vejraska
4.9,0.45799999999999996,10.7,1.4,0.327,4.2,1.6,2.2,A-Sun,6.3,0.42100000000000004,14.9,3.0,0.7120000000000001,4.2,30,15.0,491.0,6.4,16.9,1.2,Campbell,2008-09,3.6,9.1,Kyle Vejraska
4.1,0.406,10.1,1.4,0.353,4.0,0.9,2.0,A-Sun,5.5,0.391,14.1,2.8,0.7,3.9,30,5.0,508.0,4.8,15.2,0.9,Campbell,2009-10,3.1,6.4,Kyle Vejraska
4.9,0.491,10.0,1.3,0.35,3.6,1.4,1.9,,6.2,0.45299999999999996,13.6,2.9,0.7290000000000001,4.0,121,47.0,2175.0,5.8,16.6,1.0,Campbell,Career,3.2,7.4,Kyle Vejraska
0.0,,0.0,0.0,,0.0,13.3,0.0,Big 12,0.0,,0.0,0.0,,0.0,2,0.0,3.0,0.0,0.0,0.0,Nebraska,2005-06,26.7,0.0,Paul Velander
0.1,0.33299999999999996,0.3,3.2,0.376,8.6,1.9,0.2,Big 12,3.3,0.375,8.9,1.9,0.826,2.3,27,1.0,396.0,5.5,11.8,1.9,Nebraska,2006-07,2.0,2.8,Paul Velander
0.2,0.28600000000000003,0.7,3.8,0.38299999999999995,9.9,2.1,0.2,Big 12,4.0,0.376,10.7,1.9,0.818,2.3,31,0.0,378.0,3.3,13.8,1.5,Nebraska,2007-08,0.8,2.2,Paul Velander
0.3,0.278,1.0,3.3,0.4,8.4,1.2,0.1,Big 12,3.6,0.387,9.4,1.7,0.816,2.1,31,2.0,717.0,3.7,12.3,0.9,Nebraska,2008-09,1.0,2.8,Paul Velander
0.2,0.28600000000000003,0.7,3.4,0.389,8.8,1.7,0.1,,3.6,0.381,9.6,1.8,0.8190000000000001,2.2,91,3.0,1494.0,4.0,12.5,1.3,Nebraska,Career,1.3,2.7,Paul Velander
0.0,,0.0,0.0,,0.0,2.9,0.0,Sun Belt,0.0,,0.0,0.0,,0.0,7,0.0,14.0,2.9,0.0,0.0,Texas State,2013-14,2.9,2.9,Nate Velasco
0.0,,0.0,0.0,,0.0,2.9,0.0,,0.0,,0.0,0.0,,0.0,7,0.0,14.0,2.9,0.0,0.0,Texas State,Career,2.9,2.9,Nate Velasco
0.0,,0.0,0.0,0.0,26.7,0.0,0.0,MWC,0.0,0.0,26.7,0.0,,0.0,3,0.0,3.0,0.0,0.0,0.0,San Diego State,2006-07,0.0,0.0,David Velasquez
0.0,,0.0,0.0,0.0,26.7,0.0,0.0,,0.0,0.0,26.7,0.0,,0.0,3,0.0,3.0,0.0,0.0,0.0,San Diego State,Career,0.0,0.0,David Velasquez
3.6,0.33299999999999996,10.9,0.0,,0.0,0.0,0.0,Big East,3.6,0.33299999999999996,10.9,0.0,,0.0,6,0.0,11.0,7.3,7.3,0.0,Villanova,2000-01,0.0,3.6,Jair Veldhuis
2.5,0.33299999999999996,7.5,0.0,,0.0,0.0,3.8,Big East,2.5,0.33299999999999996,7.5,2.5,0.667,3.8,5,0.0,32.0,3.8,7.5,1.3,Villanova,2001-02,3.8,2.5,Jair Veldhuis
2.8,0.33299999999999996,8.4,0.0,,0.0,0.0,2.8,,2.8,0.33299999999999996,8.4,1.9,0.667,2.8,11,0.0,43.0,4.7,7.4,0.9,Villanova,Career,2.8,2.8,Jair Veldhuis
0.0,0.0,10.9,0.0,0.0,3.6,0.0,0.0,Big South,0.0,0.0,14.5,0.0,,0.0,7,0.0,11.0,0.0,0.0,3.6,UNC Asheville,2001-02,3.6,10.9,Tommy Vellacott
0.0,0.0,10.9,0.0,0.0,3.6,0.0,0.0,,0.0,0.0,14.5,0.0,,0.0,7,0.0,11.0,0.0,0.0,3.6,UNC Asheville,Career,3.6,10.9,Tommy Vellacott
5.3,0.516,10.2,0.0,,0.0,0.2,1.8,Big South,5.3,0.516,10.2,1.8,0.68,2.7,30,5.0,372.0,7.2,12.4,0.9,Presbyterian,2015-16,3.4,6.9,Austin Venable
4.8,0.514,9.3,0.0,,0.0,0.9,1.6,Big South,4.8,0.514,9.3,0.8,0.5,1.5,25,8.0,319.0,5.6,10.3,0.6,Presbyterian,2016-17,2.4,8.0,Austin Venable
5.0,0.515,9.8,0.0,,0.0,0.5,1.7,,5.0,0.515,9.8,1.3,0.622,2.1,55,13.0,691.0,6.5,11.4,0.8,Presbyterian,Career,3.0,7.4,Austin Venable
3.5,0.5429999999999999,6.5,0.9,0.33299999999999996,2.8,2.6,0.2,Ivy,4.5,0.48,9.3,4.1,0.746,5.5,27,0.0,429.0,3.9,14.0,2.4,Princeton,2001-02,3.0,4.1,Will Venable
4.5,0.5670000000000001,7.9,0.7,0.228,2.9,2.9,0.4,Ivy,5.1,0.47700000000000004,10.8,3.0,0.7559999999999999,3.9,26,26.0,796.0,3.4,13.9,1.7,Princeton,2002-03,2.7,4.2,Will Venable
3.8,0.627,6.1,0.6,0.366,1.8,3.5,0.2,Ivy,4.4,0.568,7.8,2.8,0.688,4.1,28,28.0,936.0,2.5,12.4,1.8,Princeton,2003-04,2.8,5.9,Will Venable
3.5,0.593,5.9,0.6,0.28300000000000003,2.1,3.4,0.4,Ivy,4.1,0.512,8.0,2.8,0.735,3.8,28,28.0,1019.0,2.3,11.6,2.1,Princeton,2004-05,2.7,4.4,Will Venable
3.8,0.588,6.5,0.7,0.293,2.3,3.2,0.3,,4.5,0.511,8.8,3.0,0.728,4.2,109,82.0,3180.0,2.9,12.7,2.0,Princeton,Career,2.8,4.8,Will Venable
1.9,0.2,9.5,0.0,,0.0,1.9,1.9,CUSA,1.9,0.2,9.5,5.7,0.33299999999999996,17.1,8,0.0,21.0,3.8,9.5,0.0,UTEP,2015-16,0.0,19.0,Ivan Venegas
3.0,0.444,6.8,0.0,,0.0,0.0,0.8,CUSA,3.0,0.444,6.8,1.5,0.5,3.0,19,0.0,53.0,4.5,7.5,0.0,UTEP,2016-17,3.0,7.5,Ivan Venegas
2.7,0.35700000000000004,7.6,0.0,,0.0,0.5,1.1,,2.7,0.35700000000000004,7.6,2.7,0.385,7.0,27,0.0,74.0,4.3,8.1,0.0,UTEP,Career,2.2,10.8,Ivan Venegas
1.9,0.28,6.9,6.8,0.408,16.8,1.9,0.1,Sun Belt,8.8,0.371,23.7,4.6,0.772,5.9,27,13.0,620.0,2.9,29.0,1.2,Lamar,1992-93,3.2,3.7,Keith Veney
2.8,0.36700000000000005,7.6,3.2,0.326,9.8,2.9,0.0,Sun Belt,6.0,0.344,17.4,3.4,0.733,4.6,27,18.0,775.0,3.3,18.6,1.4,Lamar,1993-94,3.6,3.7,Keith Veney
2.9,0.423,7.0,5.6,0.455,12.4,2.1,0.1,Southern,8.6,0.444,19.3,5.1,0.754,6.8,28,19.0,788.0,3.7,27.9,1.6,Marshall,1995-96,3.5,3.2,Keith Veney
2.4,0.442,5.3,5.0,0.406,12.3,1.8,0.0,Southern,7.4,0.41700000000000004,17.6,2.4,0.677,3.6,29,,1038.0,,22.2,1.0,Marshall,1996-97,,3.5,Keith Veney
2.5,0.384,6.6,5.1,0.40299999999999997,12.6,2.2,0.0,,7.6,0.397,19.2,3.7,0.736,5.1,111,50.0,3221.0,,24.0,1.3,Overall,Career,,3.5,Keith Veney
2.4,0.331,7.3,4.8,0.373,12.9,2.5,0.0,,7.2,0.358,20.2,3.9,0.753,5.2,54,31.0,1395.0,,23.2,1.3,Lamar,,,3.7,Keith Veney
2.6,0.433,6.0,5.3,0.42700000000000005,12.4,1.9,0.1,,7.9,0.429,18.4,3.6,0.722,5.0,57,19.0,1826.0,,24.6,1.3,Marshall,,,3.4,Keith Veney
1.1,0.375,3.0,0.0,0.0,0.7,0.7,0.4,CAA,1.1,0.3,3.7,1.9,0.7140000000000001,2.6,20,0.0,107.0,2.6,4.1,2.2,UNC Wilmington,1989-90,3.4,3.0,Reggie Veney
2.3,0.457,4.9,0.7,0.433,1.6,3.5,0.2,CAA,2.9,0.452,6.5,1.9,0.667,2.8,28,28.0,762.0,2.8,8.5,0.7,UNC Wilmington,1990-91,3.1,2.1,Reggie Veney
2.1,0.369,5.7,1.4,0.309,4.5,4.0,0.2,CAA,3.5,0.342,10.2,3.1,0.731,4.3,28,,725.0,4.2,11.5,1.7,UNC Wilmington,1991-92,3.3,2.9,Reggie Veney
4.1,0.491,8.4,1.7,0.42,4.1,5.6,0.1,CAA,5.9,0.467,12.6,5.1,0.7090000000000001,7.2,28,28.0,782.0,3.8,18.6,1.5,UNC Wilmington,1992-93,3.0,3.2,Reggie Veney
2.8,0.446,6.2,1.2,0.371,3.3,4.2,0.2,,4.0,0.42,9.5,3.3,0.7070000000000001,4.7,104,56.0,2376.0,3.6,12.5,1.4,UNC Wilmington,Career,3.1,2.7,Reggie Veney
1.5,0.408,3.8,2.9,0.376,7.8,0.5,0.1,Patriot,4.5,0.387,11.5,1.8,0.7929999999999999,2.2,23,1.0,521.0,1.9,13.6,0.7,Colgate,2007-08,1.9,2.2,Mike Venezia
2.2,0.40399999999999997,5.5,2.2,0.32,6.8,1.1,0.2,Patriot,4.4,0.358,12.3,1.7,0.7859999999999999,2.2,30,30.0,1017.0,1.7,12.7,0.5,Colgate,2008-09,2.5,3.1,Mike Venezia
2.1,0.444,4.7,3.1,0.462,6.8,1.6,0.0,Patriot,5.2,0.455,11.4,1.0,1.0,1.0,3,3.0,77.0,0.5,14.5,0.0,Colgate,2009-10,1.0,4.2,Mike Venezia
1.5,0.32899999999999996,4.5,2.5,0.381,6.7,1.8,0.2,Patriot,4.0,0.36,11.2,1.9,0.78,2.4,22,10.0,678.0,2.2,12.4,0.4,Colgate,2010-11,1.7,2.5,Mike Venezia
1.6,0.348,4.5,2.2,0.409,5.3,2.0,0.1,Patriot,3.7,0.381,9.8,1.9,0.828,2.3,30,30.0,996.0,2.0,11.6,0.7,Colgate,2011-12,1.4,3.3,Mike Venezia
1.8,0.375,4.7,2.4,0.369,6.5,1.5,0.1,,4.1,0.371,11.2,1.8,0.8009999999999999,2.3,108,74.0,3289.0,1.9,12.5,0.6,Colgate,Career,1.9,2.9,Mike Venezia
,0.0,,,,,,,WAC,,0.0,,,,,1,,,,,,Fresno State,1998-99,,,Ramsey Venner
,0.0,,,,,,,WAC,,0.0,,,0.5,,4,4.0,,,,,Fresno State,1999-00,,,Ramsey Venner
,0.0,,,,,,,,,0.0,,,0.5,,5,4.0,,,,,Fresno State,Career,,,Ramsey Venner
3.4,0.552,6.1,1.3,0.207,6.1,1.9,0.2,OVC,4.7,0.379,12.3,1.1,0.833,1.3,11,1.0,189.0,1.3,11.6,1.3,Jacksonville State,2004-05,1.9,2.5,Rod Venner
3.4,0.552,6.1,1.3,0.207,6.1,1.9,0.2,,4.7,0.379,12.3,1.1,0.833,1.3,11,1.0,189.0,1.3,11.6,1.3,Jacksonville State,Career,1.9,2.5,Rod Venner
5.8,0.55,10.5,0.0,,0.0,0.5,2.1,MEAC,5.8,0.55,10.5,2.1,0.444,4.7,16,0.0,76.0,7.9,13.7,0.5,Morgan State,2020-21,7.4,8.9,Chad Venning
5.8,0.55,10.5,0.0,,0.0,0.5,2.1,,5.8,0.55,10.5,2.1,0.444,4.7,16,0.0,76.0,7.9,13.7,0.5,Morgan State,Career,7.4,8.9,Chad Venning
3.9,0.49200000000000005,8.0,0.5,0.21100000000000002,2.6,3.0,0.0,Big East,4.5,0.423,10.5,1.9,0.5379999999999999,3.5,26,12.0,296.0,6.5,11.4,0.7,Georgetown,1989-90,3.2,8.5,Michael Venson
5.2,0.48,10.7,0.2,0.33299999999999996,0.6,2.9,0.2,CAA,5.4,0.47200000000000003,11.4,6.7,0.711,9.5,30,6.0,380.0,4.0,17.7,0.7,James Madison,1991-92,3.7,6.6,Michael Venson
4.8,0.529,9.0,0.0,,0.0,2.1,0.3,CAA,4.8,0.529,9.0,4.2,0.635,6.5,29,0.0,385.0,3.2,13.7,0.7,James Madison,1992-93,3.6,7.3,Michael Venson
4.1,0.503,8.2,0.0,0.0,0.1,2.4,0.3,CAA,4.1,0.49700000000000005,8.3,3.5,0.67,5.2,28,14.0,700.0,4.2,11.7,0.5,James Madison,1993-94,3.4,10.0,Michael Venson
4.5,0.501,8.9,0.1,0.222,0.6,2.5,0.2,,4.6,0.483,9.5,4.1,0.6629999999999999,6.1,113,32.0,1761.0,4.3,13.4,0.6,Overall,Career,3.5,8.4,Michael Venson
3.9,0.49200000000000005,8.0,0.5,0.21100000000000002,2.6,3.0,0.0,,4.5,0.423,10.5,1.9,0.5379999999999999,3.5,26,12.0,296.0,6.5,11.4,0.7,Georgetown,,3.2,8.5,Michael Venson
4.6,0.503,9.1,0.1,0.25,0.2,2.5,0.3,,4.6,0.49700000000000005,9.3,4.5,0.6759999999999999,6.7,87,20.0,1465.0,3.9,13.8,0.6,James Madison,,3.5,8.4,Michael Venson
2.5,0.435,5.7,3.0,0.414,7.2,3.0,1.2,Big Sky,5.4,0.423,12.8,1.2,0.833,1.5,17,0.0,162.0,5.4,15.1,1.2,Eastern Washington,2020-21,1.7,5.7,Steele Venters
2.5,0.435,5.7,3.0,0.414,7.2,3.0,1.2,,5.4,0.423,12.8,1.2,0.833,1.5,17,0.0,162.0,5.4,15.1,1.2,Eastern Washington,Career,1.7,5.7,Steele Venters
4.8,0.561,8.5,0.0,0.0,0.1,0.7,1.1,Big Sky,4.8,0.5539999999999999,8.6,3.7,0.59,6.3,31,1.0,386.0,7.4,13.3,0.8,Montana,2001-02,3.6,7.3,Victor Venters
4.7,0.528,9.0,0.0,0.0,0.1,0.8,0.9,Big Sky,4.7,0.524,9.0,2.6,0.6,4.3,29,18.0,557.0,5.9,12.1,0.8,Montana,2002-03,1.9,7.5,Victor Venters
6.8,0.54,12.6,0.0,0.0,0.2,1.7,0.4,Big Sky,6.8,0.531,12.8,2.4,0.522,4.6,27,0.0,401.0,6.7,16.0,1.8,Montana,2003-04,2.7,7.4,Victor Venters
5.4,0.541,9.9,0.0,0.0,0.1,1.0,0.8,,5.4,0.534,10.0,2.9,0.575,5.0,87,19.0,1344.0,6.5,13.6,1.1,Montana,Career,2.6,7.4,Victor Venters
1.4,0.32299999999999995,4.3,2.4,0.293,8.1,2.8,0.0,Patriot,3.8,0.303,12.4,0.4,0.375,1.1,26,3.0,287.0,4.9,10.3,1.4,Navy,2011-12,2.1,3.6,Brandon Venturini
1.7,0.34,4.9,3.3,0.35100000000000003,9.3,2.0,0.1,Patriot,4.9,0.34700000000000003,14.1,0.2,0.364,0.5,31,31.0,823.0,2.4,13.3,1.4,Navy,2012-13,1.5,3.9,Brandon Venturini
3.5,0.46299999999999997,7.6,2.8,0.331,8.3,4.1,0.1,Patriot,6.3,0.39399999999999996,15.9,1.1,0.585,2.0,30,30.0,841.0,2.9,16.5,2.1,Navy,2013-14,3.4,4.4,Brandon Venturini
2.3,0.467,5.0,3.1,0.34600000000000003,9.0,3.9,0.1,Patriot,5.5,0.389,14.0,1.5,0.838,1.8,27,27.0,836.0,2.8,15.5,1.9,Navy,2014-15,3.4,4.9,Brandon Venturini
2.4,0.42200000000000004,5.7,3.0,0.33799999999999997,8.8,3.3,0.1,,5.4,0.371,14.5,0.9,0.639,1.4,114,91.0,2787.0,2.9,14.6,1.8,Navy,Career,2.7,4.3,Brandon Venturini
8.6,0.75,11.4,0.0,0.0,5.7,0.0,0.0,NEC,8.6,0.5,17.1,0.0,,0.0,9,,14.0,25.7,17.1,0.0,Quinnipiac,1998-99,2.9,0.0,Jim Venza
8.6,0.75,11.4,0.0,0.0,5.7,0.0,0.0,,8.6,0.5,17.1,0.0,,0.0,9,,14.0,25.7,17.1,0.0,Quinnipiac,Career,2.9,0.0,Jim Venza
4.1,0.609,6.7,0.9,0.25,3.5,3.5,0.0,Big West,4.9,0.486,10.1,1.2,0.364,3.2,24,1.0,138.0,4.1,11.9,0.9,Cal State Fullerton,2017-18,2.6,4.1,Daniel Venzant
2.3,0.516,4.4,1.3,0.5,2.5,3.7,0.3,Big West,3.5,0.51,6.9,2.1,0.625,3.4,26,7.0,283.0,5.1,10.5,2.0,Cal State Fullerton,2019-20,2.4,3.5,Daniel Venzant
2.9,0.556,5.1,1.1,0.4,2.9,3.6,0.2,,4.0,0.5,8.0,1.8,0.5429999999999999,3.3,50,8.0,421.0,4.8,10.9,1.6,Cal State Fullerton,Career,2.5,3.7,Daniel Venzant
5.1,0.517,9.8,0.0,0.0,0.2,8.1,0.2,Southland,5.1,0.508,10.0,6.3,0.638,9.8,23,0.0,236.0,2.7,16.4,2.7,Northwestern State,1992-93,6.9,4.4,Don Venzant
5.1,0.517,9.8,0.0,0.0,0.2,8.1,0.2,,5.1,0.508,10.0,6.3,0.638,9.8,23,0.0,236.0,2.7,16.4,2.7,Northwestern State,Career,6.9,4.4,Don Venzant
4.2,0.4,10.5,0.0,0.0,2.1,0.0,0.0,Patriot,4.2,0.33299999999999996,12.6,0.0,,0.0,9,1.0,19.0,0.0,8.4,0.0,Holy Cross,2018-19,4.2,6.3,Blake Verbeek
3.7,0.5,7.4,0.9,0.184,4.7,0.7,0.4,Patriot,4.6,0.37799999999999995,12.1,2.0,0.8,2.5,23,3.0,323.0,5.1,12.0,0.7,Holy Cross,2019-20,2.7,6.4,Blake Verbeek
3.7,0.49200000000000005,7.6,0.8,0.179,4.6,0.7,0.4,,4.6,0.375,12.2,1.9,0.8,2.3,32,4.0,342.0,4.8,11.8,0.7,Holy Cross,Career,2.8,6.4,Blake Verbeek
0.0,0.0,13.3,6.7,0.5,13.3,0.0,0.0,A-10,6.7,0.25,26.7,0.0,,0.0,1,0.0,6.0,6.7,20.0,0.0,Richmond,2018-19,6.7,13.3,Tomas Verbinskis
0.0,0.0,5.0,15.0,1.0,15.0,0.0,0.0,A-10,15.0,0.75,20.0,0.0,,0.0,3,0.0,8.0,0.0,45.0,0.0,Richmond,2019-20,0.0,10.0,Tomas Verbinskis
1.7,0.364,4.8,1.7,0.28600000000000003,6.1,2.6,0.4,Patriot,3.5,0.32,10.9,0.9,0.5,1.7,13,0.0,92.0,5.7,9.6,0.4,Lafayette,2020-21,1.3,8.3,Tomas Verbinskis
1.5,0.28600000000000003,5.3,3.0,0.42100000000000004,7.2,2.3,0.4,,4.5,0.364,12.5,0.8,0.5,1.5,17,0.0,106.0,5.3,12.8,0.4,Overall,Career,1.5,8.7,Tomas Verbinskis
0.0,0.0,8.6,11.4,0.8,14.3,0.0,0.0,,11.4,0.5,22.9,0.0,,0.0,4,0.0,14.0,2.9,34.3,0.0,Richmond,,2.9,11.4,Tomas Verbinskis
1.7,0.364,4.8,1.7,0.28600000000000003,6.1,2.6,0.4,,3.5,0.32,10.9,0.9,0.5,1.7,13,0.0,92.0,5.7,9.6,0.4,Lafayette,,1.3,8.3,Tomas Verbinskis
