2P,2P%,2PA,3P,3P%,3PA,AST,BLK,Conf,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,PF,PTS,STL,School,Season,TOV,TRB,player
6.7,0.547,12.3,0.0,,0.0,1.3,1.2,ACC,6.7,0.547,12.3,3.8,0.621,6.1,31,31.0,624.0,6.2,17.2,1.5,Wake Forest,2002-03,3.7,8.1,Eric Williams
7.6,0.546,14.0,0.0,,0.0,1.0,1.1,ACC,7.6,0.546,14.0,4.7,0.682,6.8,31,24.0,771.0,5.6,19.9,1.3,Wake Forest,2003-04,3.3,9.1,Eric Williams
8.5,0.63,13.4,0.0,,0.0,0.7,1.5,ACC,8.5,0.63,13.4,5.4,0.569,9.5,33,32.0,950.0,3.7,22.3,1.6,Wake Forest,2004-05,2.8,10.7,Eric Williams
8.1,0.619,13.0,0.0,,0.0,1.2,1.3,ACC,8.1,0.619,13.0,3.9,0.493,8.0,34,34.0,1107.0,3.1,20.1,1.6,Wake Forest,2005-06,2.8,10.9,Eric Williams
7.8,0.593,13.2,0.0,,0.0,1.0,1.3,,7.8,0.593,13.2,4.5,0.574,7.8,129,121.0,3452.0,4.4,20.1,1.5,Wake Forest,Career,3.1,9.9,Eric Williams
0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,MAC,0.0,0.0,16.0,0.0,,0.0,4,0.0,10.0,4.0,0.0,0.0,Eastern Michigan,2004-05,0.0,12.0,Eric Williams
0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,16.0,0.0,,0.0,4,0.0,10.0,4.0,0.0,0.0,Eastern Michigan,Career,0.0,12.0,Eric Williams
2.4,0.389,6.2,1.0,0.429,2.4,5.1,0.0,Big West,3.4,0.4,8.5,6.2,0.857,7.2,25,0.0,117.0,8.9,14.0,2.1,Cal State Fullerton,2009-10,2.7,3.8,Eric Williams
1.0,0.385,2.6,1.0,0.455,2.2,2.2,0.2,Big West,2.0,0.41700000000000004,4.7,2.0,0.833,2.4,24,4.0,203.0,6.1,6.9,1.8,Cal State Fullerton,2010-11,3.3,4.9,Eric Williams
1.5,0.387,3.9,1.0,0.444,2.3,3.3,0.1,,2.5,0.408,6.1,3.5,0.848,4.1,49,4.0,320.0,7.1,9.5,1.9,Cal State Fullerton,Career,3.1,4.5,Eric Williams
2.9,0.381,7.6,0.0,0.0,0.4,1.1,0.7,Big East,2.9,0.364,7.9,2.2,0.5,4.3,19,0.0,111.0,6.8,7.9,0.7,Marquette,2009-10,2.2,9.4,Erik Williams
5.5,0.5,11.0,0.0,0.0,0.5,0.7,0.0,Big East,5.5,0.479,11.4,1.7,0.7,2.4,24,11.0,168.0,3.8,12.6,1.0,Marquette,2010-11,1.9,9.0,Erik Williams
1.0,0.16699999999999998,5.7,4.8,0.23800000000000002,20.0,0.0,0.0,Southland,5.7,0.222,25.7,0.0,,0.0,2,0.0,42.0,1.0,16.2,0.0,Sam Houston State,2012-13,0.0,8.6,Erik Williams
4.0,0.43799999999999994,9.1,0.6,0.20800000000000002,3.0,0.7,0.2,,4.6,0.381,12.1,1.6,0.591,2.7,45,11.0,321.0,4.5,11.5,0.7,Overall,Career,1.7,9.1,Erik Williams
4.4,0.46299999999999997,9.6,0.0,0.0,0.4,0.9,0.3,,4.4,0.44299999999999995,10.0,1.9,0.591,3.2,43,11.0,279.0,5.0,10.8,0.9,Marquette,,2.0,9.2,Erik Williams
1.0,0.16699999999999998,5.7,4.8,0.23800000000000002,20.0,0.0,0.0,,5.7,0.222,25.7,0.0,,0.0,2,0.0,42.0,1.0,16.2,0.0,Sam Houston State,,0.0,8.6,Erik Williams
4.3,0.511,8.4,1.9,0.297,6.6,3.2,0.2,SEC,6.3,0.41700000000000004,15.0,2.4,0.757,3.2,31,29.0,883.0,3.3,16.9,1.3,Georgia,2000-01,3.1,5.8,Ezra Williams
3.0,0.43200000000000005,7.0,3.5,0.371,9.5,2.5,0.5,SEC,6.6,0.397,16.6,3.4,0.763,4.5,32,32.0,1052.0,2.4,20.1,1.9,Georgia,2001-02,2.9,6.6,Ezra Williams
3.8,0.449,8.5,3.7,0.414,8.9,3.0,0.2,SEC,7.5,0.431,17.3,2.7,0.731,3.7,27,27.0,840.0,2.4,21.3,1.9,Georgia,2002-03,2.5,6.5,Ezra Williams
3.7,0.46399999999999997,7.9,3.1,0.366,8.4,2.9,0.3,,6.7,0.414,16.3,2.9,0.752,3.8,90,88.0,2775.0,2.7,19.4,1.7,Georgia,Career,2.9,6.3,Ezra Williams
1.7,0.375,4.6,0.0,0.0,1.7,1.1,0.0,SWAC,1.7,0.273,6.3,1.7,0.75,2.3,25,0.0,70.0,6.9,5.1,0.6,Prairie View,2018-19,1.7,4.0,Faite Williams
2.6,0.40399999999999997,6.5,0.3,0.263,1.3,4.7,0.5,SWAC,3.0,0.381,7.8,4.2,0.763,5.5,31,2.0,580.0,5.8,10.5,2.3,Prairie View,2019-20,2.9,6.6,Faite Williams
5.0,0.419,12.0,0.6,0.23800000000000002,2.7,4.9,0.1,SWAC,5.7,0.386,14.7,1.5,0.444,3.5,12,5.0,310.0,4.3,13.5,1.7,Prairie View,2020-21,3.1,4.4,Faite Williams
3.3,0.41,8.1,0.4,0.233,1.8,4.5,0.3,,3.8,0.37799999999999995,9.9,3.2,0.685,4.6,68,7.0,960.0,5.4,11.1,2.0,Prairie View,Career,2.9,5.7,Faite Williams
,0.4,,,,,,,A-10,,0.4,,,0.7140000000000001,,28,,,,,,George Washington,1993-94,,,Ferdinand Williams
1.5,0.4,3.8,0.0,,0.0,0.3,0.5,A-10,1.5,0.4,3.8,0.0,0.0,0.8,25,0.0,156.0,6.2,3.1,0.5,George Washington,1994-95,2.3,5.1,Ferdinand Williams
0.6,0.154,3.7,0.0,,0.0,0.6,0.4,A-10,0.6,0.154,3.7,2.2,0.5770000000000001,3.7,29,0.0,278.0,7.5,3.3,0.1,George Washington,1995-96,1.3,6.2,Ferdinand Williams
2.0,0.447,4.5,0.0,0.0,0.2,0.7,0.2,A-10,2.0,0.429,4.7,0.6,0.429,1.3,29,0.0,419.0,4.1,4.6,0.3,George Washington,1996-97,1.4,5.8,Ferdinand Williams
2.1,0.366,5.8,0.0,0.0,0.1,0.8,0.6,,2.1,0.36,5.9,1.2,0.52,2.3,111,0.0,853.0,5.6,5.4,0.4,George Washington,Career,1.5,6.5,Ferdinand Williams
0.9,0.41700000000000004,2.1,4.8,0.43799999999999994,11.0,2.2,0.0,CUSA,5.7,0.434,13.0,0.7,0.8,0.9,32,0.0,233.0,2.7,16.8,0.2,Cincinnati,2000-01,0.7,3.4,Field Williams
1.1,0.406,2.6,4.8,0.431,11.1,1.7,0.2,CUSA,5.8,0.426,13.7,1.1,0.867,1.2,33,1.0,495.0,2.3,17.5,0.6,Cincinnati,2001-02,1.0,3.2,Field Williams
1.0,0.32299999999999995,3.1,4.0,0.344,11.6,1.1,0.1,CUSA,5.0,0.34,14.7,1.8,0.907,2.0,29,29.0,849.0,2.4,15.8,0.5,Cincinnati,2002-03,0.7,2.8,Field Williams
1.7,0.43,4.0,3.8,0.43700000000000006,8.8,2.9,0.0,CUSA,5.5,0.435,12.7,1.3,0.833,1.5,32,32.0,940.0,2.3,16.2,1.1,Cincinnati,2003-04,1.5,3.2,Field Williams
1.3,0.391,3.2,4.2,0.401,10.4,2.0,0.1,,5.4,0.39799999999999996,13.6,1.4,0.8690000000000001,1.6,126,62.0,2517.0,2.4,16.4,0.7,Cincinnati,Career,1.0,3.1,Field Williams
3.4,0.428,8.0,1.7,0.316,5.5,5.4,0.4,Big Ten,5.1,0.382,13.5,3.0,0.804,3.8,32,29.0,972.0,1.7,15.1,3.0,Illinois,1999-00,3.7,4.5,Frank Williams
4.7,0.44799999999999995,10.5,1.4,0.32,4.5,5.4,0.3,Big Ten,6.1,0.41,15.0,4.9,0.8059999999999999,6.0,34,34.0,1095.0,2.6,18.6,2.4,Illinois,2000-01,3.3,4.6,Frank Williams
4.2,0.423,10.0,1.9,0.34,5.6,5.4,0.4,Big Ten,6.1,0.39299999999999996,15.6,5.8,0.8079999999999999,7.2,35,34.0,1135.0,2.6,19.9,2.5,Illinois,2001-02,3.4,5.7,Frank Williams
4.1,0.433,9.6,1.7,0.326,5.2,5.4,0.3,,5.8,0.396,14.7,4.6,0.807,5.7,101,97.0,3202.0,2.3,18.0,2.6,Illinois,Career,3.4,5.0,Frank Williams
2.3,0.48100000000000004,4.7,2.1,0.293,7.1,2.0,0.3,WAC,4.4,0.368,11.9,0.9,0.741,1.2,28,25.0,881.0,1.3,11.7,0.7,UMKC,2013-14,1.6,2.8,Frank Williams
1.9,0.424,4.5,2.2,0.34299999999999997,6.5,2.0,0.5,WAC,4.1,0.376,11.0,0.8,0.708,1.1,33,25.0,884.0,1.2,11.2,1.0,UMKC,2014-15,1.3,3.8,Frank Williams
2.1,0.45299999999999996,4.6,2.2,0.317,6.8,2.0,0.4,,4.2,0.37200000000000005,11.4,0.8,0.725,1.2,61,50.0,1765.0,1.2,11.5,0.9,UMKC,Career,1.4,3.3,Frank Williams
3.9,0.574,6.8,0.5,0.33299999999999996,1.6,1.9,0.2,SEC,4.4,0.528,8.3,3.9,0.742,5.2,29,20.0,681.0,5.1,13.2,0.9,Auburn,1994-95,3.6,7.5,Franklin Williams
3.8,0.557,6.8,1.5,0.47100000000000003,3.1,1.6,0.2,SEC,5.3,0.53,9.9,3.2,0.67,4.9,32,27.0,874.0,3.2,15.2,1.1,Auburn,1995-96,3.7,7.0,Franklin Williams
2.6,0.505,5.1,1.8,0.384,4.7,1.4,0.2,SEC,4.4,0.447,9.8,2.9,0.688,4.2,31,21.0,731.0,3.3,13.5,1.1,Auburn,1996-97,3.1,7.2,Franklin Williams
2.2,0.462,4.8,1.6,0.341,4.8,1.8,0.3,SEC,3.9,0.401,9.6,2.4,0.622,3.9,30,22.0,758.0,3.7,11.8,1.1,Auburn,1997-98,3.7,6.0,Franklin Williams
3.1,0.531,5.9,1.4,0.386,3.6,1.7,0.2,,4.5,0.47600000000000003,9.5,3.1,0.682,4.5,122,90.0,3044.0,3.8,13.5,1.1,Auburn,Career,3.5,6.9,Franklin Williams
7.1,0.512,14.0,0.2,0.28600000000000003,0.7,1.5,0.4,CUSA,7.3,0.502,14.6,3.7,0.722,5.2,33,13.0,834.0,4.2,18.6,1.2,Alabama-Birmingham,1997-98,4.4,11.0,Fred Williams
,0.5670000000000001,,,0.225,,,,CUSA,,0.531,,,0.743,,31,,,,,,Alabama-Birmingham,1998-99,,,Fred Williams
16.3,0.542,30.0,0.6,0.24100000000000002,2.6,3.2,0.5,,16.9,0.518,32.6,7.3,0.732,10.0,64,13.0,834.0,4.2,41.7,2.1,Alabama-Birmingham,Career,4.4,20.4,Fred Williams
4.2,0.387,11.0,0.0,,0.0,2.8,1.4,Metro,4.2,0.387,11.0,3.5,0.588,6.0,22,0.0,113.0,5.7,12.0,0.7,Southern Miss,1991-92,3.9,11.0,Fred Williams
5.8,0.47600000000000003,12.2,0.0,,0.0,1.9,1.0,Metro,5.8,0.47600000000000003,12.2,3.2,0.759,4.2,25,7.0,276.0,7.0,14.8,0.9,Southern Miss,1992-93,5.5,9.0,Fred Williams
5.8,0.48,12.1,0.1,1.0,0.1,2.6,0.7,Metro,5.9,0.484,12.2,4.6,0.723,6.4,29,0.0,405.0,7.1,16.6,1.6,Southern Miss,1993-94,3.6,11.7,Fred Williams
,0.46799999999999997,,,,,,,Metro,,0.46799999999999997,,,0.6940000000000001,,30,,,,,,Southern Miss,1994-95,,,Fred Williams
9.6,0.467,20.6,0.1,1.0,0.1,3.6,1.6,,9.7,0.46799999999999997,20.7,6.1,0.705,8.7,106,7.0,794.0,6.9,25.5,2.4,Southern Miss,Career,4.3,16.9,Fred Williams
5.7,0.633,9.0,0.0,,0.0,1.2,2.0,TAAC,5.7,0.633,9.0,3.3,0.595,5.6,22,0.0,266.0,5.0,14.7,0.5,Samford,1994-95,3.5,7.7,Freddie Williams
4.0,0.525,7.6,0.0,0.0,0.1,1.0,0.6,TAAC,4.0,0.521,7.7,2.5,0.7020000000000001,3.6,27,,629.0,,10.6,0.9,Samford,1995-96,,10.4,Freddie Williams
3.4,0.5920000000000001,5.8,0.1,0.5,0.2,2.3,0.4,TAAC,3.6,0.588,6.0,2.7,0.597,4.6,28,,675.0,,10.0,0.7,Samford,1996-97,,9.7,Freddie Williams
,0.56,,,0.4,,,,TAAC,,0.547,,,0.621,,27,,,,,,Samford,1997-98,,,Freddie Williams
7.1,0.5670000000000001,12.6,0.3,0.4,0.6,2.9,1.1,,7.4,0.5589999999999999,13.2,4.3,0.628,6.8,104,0.0,1570.0,,19.3,1.1,Samford,Career,,14.1,Freddie Williams
,0.33299999999999996,,,0.0,,,,Big South,,0.2,,,,,4,0.0,,,,,Liberty,2000-01,,,Freddy Williams
2.5,0.5,5.0,0.0,0.0,2.5,0.0,0.0,Big South,2.5,0.33299999999999996,7.5,5.0,1.0,5.0,8,0.0,16.0,0.0,10.0,0.0,Liberty,2001-02,5.0,17.5,Freddy Williams
1.7,0.6,2.9,0.0,0.0,2.9,1.2,0.0,Big South,1.7,0.3,5.8,0.0,0.0,1.2,14,3.0,69.0,1.7,3.5,3.5,Liberty,2002-03,2.9,7.5,Freddy Williams
2.4,0.5,4.7,0.0,0.0,3.8,1.4,0.5,,2.4,0.278,8.5,0.9,0.5,1.9,26,3.0,85.0,2.4,5.6,3.3,Liberty,Career,4.7,12.7,Freddy Williams
2.2,0.5,4.4,0.9,0.563,1.5,5.7,0.2,Big 12,3.0,0.516,5.9,2.9,0.588,4.8,28,5.0,421.0,3.6,9.8,3.1,Texas,2000-01,2.9,3.6,Fredie Williams
2.3,0.423,5.4,1.1,0.39299999999999996,2.9,5.5,0.3,Big 12,3.4,0.413,8.3,4.3,0.695,6.1,24,0.0,384.0,4.7,12.3,3.2,Texas,2001-02,3.5,4.9,Fredie Williams
2.2,0.45899999999999996,4.9,1.0,0.455,2.2,5.6,0.2,,3.2,0.45799999999999996,7.1,3.5,0.645,5.5,52,5.0,805.0,4.1,11.0,3.2,Texas,Career,3.2,4.2,Fredie Williams
1.2,0.214,5.7,0.0,0.0,0.8,0.8,0.8,Sun Belt,1.2,0.188,6.5,0.0,0.0,0.8,21,1.0,98.0,8.2,2.4,2.9,Arkansas State,1994-95,0.8,4.5,Frentress Williams
2.7,0.41700000000000004,6.5,0.0,,0.0,1.6,0.0,Sun Belt,2.7,0.41700000000000004,6.5,0.0,0.0,0.5,17,0.0,74.0,7.0,5.4,1.6,Arkansas State,1995-96,1.6,2.7,Frentress Williams
3.6,0.5,7.3,0.0,0.0,0.5,1.6,0.0,Sun Belt,3.6,0.467,7.8,0.5,0.33299999999999996,1.6,16,0.0,77.0,6.2,7.8,3.1,Arkansas State,1996-97,3.1,7.3,Frentress Williams
2.4,0.375,6.4,0.0,0.0,0.5,1.3,0.3,,2.4,0.349,6.9,0.2,0.16699999999999998,1.0,54,1.0,249.0,7.2,5.0,2.6,Arkansas State,Career,1.8,4.8,Frentress Williams
4.3,0.419,10.3,1.2,0.23,5.4,3.5,0.3,MWC,5.6,0.354,15.7,5.7,0.8440000000000001,6.8,30,4.0,454.0,4.5,18.1,1.2,San Jose State,2015-16,3.6,6.2,Gary Williams
6.3,0.43700000000000006,14.4,0.8,0.207,4.1,2.8,0.3,MWC,7.1,0.386,18.5,5.9,0.8079999999999999,7.3,21,9.0,286.0,3.4,21.0,0.8,San Jose State,2016-17,3.8,7.6,Gary Williams
5.1,0.42700000000000005,11.9,1.1,0.222,4.9,3.2,0.3,,6.2,0.368,16.8,5.8,0.8290000000000001,7.0,51,13.0,740.0,4.1,19.2,1.1,San Jose State,Career,3.7,6.7,Gary Williams
4.9,0.47600000000000003,10.4,0.1,0.14300000000000002,1.0,1.8,0.3,Pac-10,5.1,0.447,11.4,4.8,0.7559999999999999,6.3,27,21.0,567.0,5.1,15.1,1.8,USC,1996-97,4.6,7.5,Gary Williams
4.1,0.486,8.5,1.5,0.38,3.8,2.2,0.4,Pac-10,5.6,0.45299999999999996,12.3,3.1,0.745,4.2,27,18.0,524.0,3.7,15.7,1.1,USC,1997-98,4.1,5.9,Gary Williams
4.5,0.48100000000000004,9.5,0.8,0.32799999999999996,2.3,2.0,0.3,,5.3,0.45,11.8,4.0,0.752,5.3,54,39.0,1091.0,4.4,15.4,1.5,USC,Career,4.4,6.7,Gary Williams
4.5,0.379,11.8,0.2,0.2,0.9,2.9,0.9,CAA,4.7,0.366,12.7,4.3,0.615,7.0,24,0.0,223.0,8.8,13.8,1.3,Richmond,1993-94,2.5,9.1,Gary Williams
4.5,0.379,11.8,0.2,0.2,0.9,2.9,0.9,,4.7,0.366,12.7,4.3,0.615,7.0,24,0.0,223.0,8.8,13.8,1.3,Richmond,Career,2.5,9.1,Gary Williams
3.5,0.4,8.7,0.0,,0.0,0.0,0.0,Sun Belt,3.5,0.4,8.7,0.0,0.0,1.7,4,0.0,23.0,15.7,7.0,0.0,Arkansas State,1997-98,8.7,10.4,Geoff Williams
3.0,0.5,6.1,0.0,,0.0,1.1,0.0,Sun Belt,3.0,0.5,6.1,1.1,0.5,2.2,24,,290.0,3.3,7.2,1.7,Arkansas State,1998-99,,11.4,Geoff Williams
,0.612,,,,,,,Sun Belt,,0.612,,,0.563,,28,28.0,,,,,Arkansas State,1999-00,,,Geoff Williams
12.1,0.5760000000000001,21.1,0.0,,0.0,3.5,1.4,,12.1,0.5760000000000001,21.1,5.6,0.5429999999999999,10.4,56,28.0,313.0,4.2,29.9,5.5,Arkansas State,Career,,30.3,Geoff Williams
,0.406,,,0.25,,,,Southern,,0.33899999999999997,,,0.75,,28,2.0,,,,,UNC Greensboro,1997-98,,,Geoff Williams
,0.37,,,0.20800000000000002,,,,Southern,,0.33299999999999996,,,0.706,,21,1.0,,,,,UNC Greensboro,1998-99,,,Geoff Williams
,0.386,,,0.273,,,,Southern,,0.353,,,0.667,,28,3.0,,,,,UNC Greensboro,1999-00,,,Geoff Williams
1.4,0.444,3.2,0.5,0.375,1.4,1.6,0.5,Southern,2.0,0.423,4.6,1.6,0.6,2.7,27,0.0,225.0,5.2,6.0,1.2,UNC Greensboro,2000-01,1.6,3.7,Geoff Williams
14.8,0.38799999999999996,38.0,4.1,0.258,15.8,8.5,5.3,,18.8,0.35,53.9,12.1,0.68,17.8,104,6.0,225.0,19.7,53.9,8.7,UNC Greensboro,Career,14.2,19.2,Geoff Williams
5.8,0.53,11.0,0.5,0.4,1.3,1.8,0.9,CUSA,6.3,0.516,12.3,2.9,0.618,4.8,31,31.0,1099.0,,16.1,1.7,Houston,1999-00,2.8,9.6,George Williams
5.5,0.527,10.3,0.5,0.364,1.4,1.7,1.2,CUSA,6.0,0.507,11.8,3.2,0.679,4.7,27,27.0,932.0,3.6,15.6,0.9,Houston,2000-01,2.6,8.5,George Williams
4.6,0.483,9.5,0.6,0.33299999999999996,1.7,3.0,2.2,CUSA,5.2,0.461,11.2,2.0,0.614,3.3,32,30.0,1008.0,3.1,12.9,1.5,Houston,2001-02,4.0,9.3,George Williams
5.3,0.515,10.3,0.5,0.364,1.4,2.2,1.4,,5.8,0.496,11.8,2.7,0.638,4.3,90,88.0,3039.0,,14.9,1.4,Houston,Career,3.1,9.1,George Williams
3.3,0.5379999999999999,6.0,0.0,0.0,5.1,0.9,0.0,OVC,3.3,0.292,11.2,3.7,0.8,4.7,6,2.0,86.0,0.9,10.2,1.4,Tennessee State,2013-14,0.5,1.9,Gerald Williams
3.3,0.5379999999999999,6.0,0.0,0.0,5.1,0.9,0.0,,3.3,0.292,11.2,3.7,0.8,4.7,6,2.0,86.0,0.9,10.2,1.4,Tennessee State,Career,0.5,1.9,Gerald Williams
3.3,0.387,8.6,0.6,0.545,1.0,4.8,0.0,Sun Belt,3.9,0.40399999999999997,9.6,4.8,0.794,6.1,30,25.0,864.0,3.0,13.1,1.2,New Orleans,1992-93,3.1,2.8,Gerald Williams
4.8,0.44799999999999995,10.7,0.8,0.34,2.3,4.4,0.1,Sun Belt,5.6,0.429,13.0,4.8,0.7759999999999999,6.1,30,29.0,931.0,3.0,16.7,1.3,New Orleans,1993-94,3.5,4.0,Gerald Williams
4.1,0.42200000000000004,9.7,0.7,0.4,1.7,4.6,0.1,,4.8,0.419,11.4,4.8,0.785,6.1,60,54.0,1795.0,3.0,15.0,1.2,New Orleans,Career,3.3,3.4,Gerald Williams
2.1,0.579,3.6,2.5,0.361,6.9,0.8,0.0,WCC,4.6,0.436,10.5,1.5,0.615,2.5,25,1.0,210.0,3.4,13.1,1.7,Santa Clara,2019-20,1.7,4.4,Giordan Williams
2.3,0.486,4.8,2.3,0.439,5.3,1.2,0.4,WCC,4.7,0.462,10.1,2.8,0.71,4.0,20,3.0,309.0,4.1,14.5,0.8,Santa Clara,2020-21,2.3,4.7,Giordan Williams
2.2,0.518,4.3,2.4,0.40299999999999997,5.9,1.0,0.2,,4.6,0.451,10.3,2.3,0.682,3.4,45,4.0,519.0,3.9,13.9,1.2,Santa Clara,Career,2.1,4.5,Giordan Williams
5.9,0.522,11.3,0.6,0.375,1.6,1.8,3.0,SEC,6.5,0.504,12.9,6.2,0.667,9.3,32,29.0,814.0,5.2,19.8,1.3,Tennessee,2016-17,3.0,9.3,Grant Williams
7.1,0.49700000000000005,14.4,0.1,0.12,1.0,2.6,1.7,SEC,7.3,0.473,15.4,6.4,0.764,8.4,35,35.0,1008.0,4.6,21.1,0.8,Tennessee,2017-18,2.9,8.4,Grant Williams
7.4,0.593,12.5,0.5,0.326,1.6,4.0,1.9,SEC,7.9,0.564,14.1,7.2,0.8190000000000001,8.8,37,37.0,1181.0,3.7,23.6,1.4,Tennessee,2018-19,2.8,9.4,Grant Williams
6.9,0.54,12.8,0.4,0.29100000000000004,1.4,2.9,2.1,,7.3,0.516,14.2,6.7,0.758,8.8,104,101.0,3003.0,4.4,21.7,1.2,Tennessee,Career,2.9,9.0,Grant Williams
0.0,,0.0,0.0,,0.0,0.0,0.0,ACC,0.0,,0.0,0.0,,0.0,4,0.0,4.0,0.0,0.0,0.0,Louisville,2019-20,0.0,0.0,Grant Williams
0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,4,0.0,4.0,0.0,0.0,0.0,Louisville,Career,0.0,0.0,Grant Williams
,1.0,,,0.0,,,,MAAC,,0.5,,,,,4,0.0,,,,,St. Peter's,2000-01,,,Greg Williams
,1.0,,,0.0,,,,,,0.5,,,,,4,0.0,,,,,St. Peter's,Career,,,Greg Williams
1.2,0.3,3.8,0.8,0.267,2.9,4.0,0.4,SEC,1.9,0.28600000000000003,6.7,2.8,0.784,3.5,37,0.0,417.0,4.0,7.4,1.2,Florida,1993-94,3.6,3.0,Greg Williams
2.2,0.467,4.7,1.2,0.359,3.4,5.3,0.2,SEC,3.4,0.42200000000000004,8.2,3.0,0.779,3.8,30,22.0,907.0,2.9,11.1,1.4,Florida,1994-95,3.2,3.6,Greg Williams
2.3,0.414,5.6,1.7,0.32,5.5,6.1,0.5,SEC,4.1,0.368,11.0,2.7,0.6629999999999999,4.0,28,25.0,916.0,3.4,12.5,1.6,Florida,1995-96,3.4,2.9,Greg Williams
2.8,0.451,6.3,1.8,0.321,5.7,5.3,0.3,SEC,4.7,0.389,12.0,3.7,0.816,4.5,30,29.0,918.0,3.0,14.8,1.7,Florida,1996-97,3.8,3.1,Greg Williams
2.3,0.43,5.3,1.5,0.324,4.6,5.4,0.4,,3.8,0.381,9.9,3.1,0.758,4.0,125,76.0,3158.0,3.2,12.1,1.5,Florida,Career,3.5,3.2,Greg Williams
3.7,0.381,9.7,0.0,0.0,1.8,1.4,0.0,Ind,3.7,0.32,11.5,3.2,0.636,5.1,11,0.0,87.0,4.6,10.6,2.3,UNC Greensboro,1991-92,3.7,4.1,Greg Williams
3.6,0.445,8.0,0.1,0.111,0.5,1.9,0.6,Big South,3.6,0.425,8.6,2.9,0.8170000000000001,3.5,27,,683.0,2.9,10.2,1.5,UNC Greensboro,1992-93,3.3,4.8,Greg Williams
4.0,0.41200000000000003,9.8,0.8,0.349,2.3,3.2,0.5,Big South,4.8,0.4,12.1,1.4,0.6920000000000001,2.1,27,24.0,745.0,2.6,11.9,1.2,UNC Greensboro,1993-94,3.5,5.6,Greg Williams
3.7,0.373,9.8,1.3,0.36,3.7,3.2,0.3,Big South,5.0,0.37,13.5,2.3,0.552,4.2,29,6.0,273.0,2.9,13.6,1.9,UNC Greensboro,1994-95,4.1,7.3,Greg Williams
3.8,0.415,9.1,0.6,0.309,1.8,2.6,0.5,,4.3,0.39799999999999996,10.9,2.2,0.7120000000000001,3.1,94,30.0,1788.0,2.9,11.5,1.5,UNC Greensboro,Career,3.5,5.5,Greg Williams
2.9,0.68,4.2,0.5,0.2,2.5,1.9,0.8,Big East,3.4,0.5,6.8,2.2,0.722,3.1,28,1.0,236.0,5.8,9.5,1.4,St. John's (NY),2018-19,2.5,4.6,Greg Williams
2.3,0.441,5.1,1.2,0.344,3.5,3.3,0.5,Big East,3.5,0.401,8.7,1.6,0.659,2.4,31,10.0,724.0,2.8,9.8,2.3,St. John's (NY),2019-20,1.8,5.0,Greg Williams
3.2,0.47100000000000003,6.9,1.8,0.44799999999999995,3.9,3.4,0.9,Big East,5.0,0.46299999999999997,10.8,3.6,0.73,5.0,24,18.0,594.0,3.4,15.4,2.1,St. John's (NY),2020-21,2.1,3.4,Greg Williams
2.7,0.48200000000000004,5.7,1.3,0.37200000000000005,3.5,3.1,0.7,,4.0,0.44,9.2,2.5,0.706,3.5,83,29.0,1554.0,3.5,11.9,2.1,St. John's (NY),Career,2.0,4.3,Greg Williams
3.2,0.37799999999999995,8.6,0.0,0.0,0.2,2.8,0.5,Ind,3.2,0.368,8.8,2.3,0.7140000000000001,3.2,10,2.0,173.0,6.2,8.8,1.6,Belmont,2000-01,2.8,5.8,Greg Williams
3.2,0.37799999999999995,8.6,0.0,0.0,0.2,2.8,0.5,,3.2,0.368,8.8,2.3,0.7140000000000001,3.2,10,2.0,173.0,6.2,8.8,1.6,Belmont,Career,2.8,5.8,Greg Williams
5.9,0.48,12.3,0.0,0.0,0.1,0.7,2.4,A-10,5.9,0.478,12.4,3.5,0.69,5.1,29,26.0,655.0,6.8,15.4,1.6,UMass,1989-90,2.4,9.2,Harper Williams
7.3,0.56,13.0,0.0,0.0,0.1,1.5,3.3,A-10,7.3,0.556,13.1,5.7,0.721,7.9,33,29.0,902.0,5.3,20.3,1.6,UMass,1990-91,2.8,11.3,Harper Williams
7.2,0.514,13.9,0.1,0.33299999999999996,0.3,2.9,2.7,A-10,7.2,0.511,14.2,6.2,0.7340000000000001,8.5,35,35.0,939.0,4.8,20.8,1.5,UMass,1991-92,2.1,11.2,Harper Williams
7.9,0.5,15.7,0.0,0.0,0.2,1.9,2.9,A-10,7.9,0.494,15.9,5.8,0.65,9.0,22,21.0,625.0,4.7,21.6,1.3,UMass,1992-93,2.7,11.8,Harper Williams
7.1,0.517,13.7,0.0,0.16699999999999998,0.2,1.8,2.8,,7.1,0.513,13.8,5.4,0.7040000000000001,7.7,119,111.0,3121.0,5.3,19.7,1.5,UMass,Career,2.5,10.9,Harper Williams
2.1,0.466,4.6,0.4,0.25,1.6,2.7,0.3,Big South,2.5,0.41,6.2,1.5,0.594,2.5,29,29.0,507.0,,6.9,1.0,Liberty,2002-03,,5.1,Harry Williams
5.0,0.6,8.3,0.0,0.0,1.7,0.0,1.7,Big South,5.0,0.5,10.0,1.7,0.25,6.7,3,0.0,24.0,1.7,11.7,0.0,Liberty,2004-05,1.7,11.7,Harry Williams
